	-1
上	5.58
只	4.94
喝水	-1
能	5.48
跟	5.06
那些	5.02
商	5.38
人	5.3
打	4.02
好	6.7
交道	-1
吗	4.82
其次	4.68
我	5.58
对	6.14
当时	5.0
的	5.1
市场	4.92
特别	6.1
是	5.42
商场	5.46
是	5.42
陌生	4.2
的	5.1
空调	5.5
是	5.42
摆在	-1
商场	5.46
里	5.18
卖	5.16
给	5.34
人家	5.3
的	5.1
对	6.14
商场	5.46
运转	5.44
机制	5.0
的	5.1
不了	4.3
解	5.36
对于	4.94
我	5.58
来说	-1
是	5.42
个	4.94
致命	2.9
的	5.1
不足	3.82
在	5.02
当时	5.0
中国	6.06
的	5.1
经济体制	-1
正	5.72
处于	5.02
由	4.86
计划经济	-1
向	5.2
市场	4.92
经济	5.44
的	5.1
转轨	5.14
中	4.98
不	4.4
知道	5.38
有	5.36
多少	5.08
种新	-1
的	5.1
行业	5.02
像	5.5
营销	5.22
行业	5.02
一	5.02
样在	-1
阵痛	3.82
中	4.98
应运而生	-1
对于	4.94
许多	5.36
人	5.3
来讲	-1
这	5.14
既	4.86
是	5.42
一种	-1
机	5.12
会	5.22
又	4.98
是	5.42
一种	-1
挑战	5.38
一双	5.26
鞋子	-1
穿过	-1
了	5.08
才	5.48
知合	-1
不合	3.78
自己	5.28
的	5.1
脚	5.08
同样	5.12
一项	-1
新	5.94
的	5.1
工作	5.18
也	5.2
只能	-1
通过	5.84
努力	6.26
地	5.16
尝试	5.76
过	5.04
后	5.0
才能	6.1
知道	5.38
适不	-1
适合	5.88
自己	5.28
既然	5.04
我	5.58
有	5.36
了	5.08
这样	4.94
一个	5.1
挑战	5.38
自己	5.28
的	5.1
机会	6.0
为什么	4.32
不努	-1
力去	-1
试一试	-1
呢	4.92
况且	4.84
我	5.58
认为	5.1
营销	5.22
这个	5.02
行业	5.02
对	6.14
产品	5.3
和	5.46
商场	5.46
的	5.1
适	5.62
应	5.28
还是	5.22
次要	3.78
的	5.1
更	5.34
主要	5.38
的	5.1
是	5.42
来自	-1
自己	5.28
的	5.1
决心	6.2
和	5.46
信念	6.02
就	4.94
这样	4.94
我	5.58
一脚	-1
踏进	-1
了	5.08
商海	-1
再也	-1
没有	4.42
走回头路	-1
那时	-1
的	5.1
海利	-1
是	5.42
一家	5.56
投产	5.56
不久	5.04
年	5.1
生产能力	-1
约	5.2
2	-1
万	5.38
台	4.94
的	5.1
国营	4.8
海利	-1
空调器	-1
厂	5.06
规模	5.22
不	4.4
大	5.7
牌子	-1
也	5.2
叫	4.96
得	5.44
不	4.4
响	5.12
而且	5.08
当时	5.0
海利	-1
搞	4.62
的	5.1
是	5.42
组装	-1
年销售额	-1
只有	5.14
2000	-1
到	5.3
3000	-1
万	5.38
20	-1
多个	-1
业务员	-1
也就是说	-1
每人每年	-1
应完	-1
成约	-1
100	-1
万	5.38
的	5.1
销售	5.38
任务	5.04
厂里	-1
规定	4.94
业务员	-1
卖	5.16
100	-1
万	5.38
提成	-1
2	-1
万	5.38
工资	6.12
差旅费	-1
请客送礼	-1
等	4.72
费用	4.6
全在	-1
里头	-1
所有	5.52
的	5.1
业务员	-1
只有	5.14
一个	5.1
心思	5.18
把	4.94
东西	5.06
卖出去	-1
但	4.62
要	5.2
把	4.94
产品	5.3
卖出去	-1
又	4.98
谈何容易	-1
呢	4.92
除了	4.74
上述	5.24
海利	-1
自身	5.1
的	5.1
一些	5.12
原因	5.18
外	4.76
空调	5.5
在	5.02
当时	5.0
也	5.2
不	4.4
属于	5.32
热销	-1
家	6.62
用电	-1
器	5.14
那会儿	-1
大家	5.56
熟悉	6.12
的	5.1
是	5.42
风扇	-1
20	-1
世纪	5.1
90	-1
年代	4.96
初	5.14
空	4.94
调	5.1
的	5.1
主要	5.38
用户	5.2
是	5.42
社会	5.0
集团	5.06
机关	4.96
工矿企业	-1
和	5.46
第三产业	-1
占	4.66
70%	-1
以上	5.24
其次	4.68
是	5.42
医疗卫生	-1
科教文	-1
单位	4.94
那会	-1
儿	5.62
连	5.16
金融保险	-1
邮电	5.02
气象	5.18
等	4.72
单位	4.94
都	4.84
很少	-1
用	5.1
空调	5.5
对于	4.94
普通百姓	-1
来说	-1
空调	5.5
更是	-1
高档次	-1
的	5.1
奢侈品	-1
可望	3.78
而	5.18
不可	4.28
及	5.18
空调	5.5
真正	5.76
和	5.46
千家万户	-1
发生	4.78
关系	5.0
是	5.42
迟	4.22
至	5.2
1993	-1
年	5.1
的	5.1
事情	5.08
但	4.62
我	5.58
觉得	5.38
虽然	4.66
目前	5.02
有些	5.2
阻力	3.94
但是	4.56
空调	5.5
这一	-1
行业	5.02
总会	-1
有	5.36
前途	6.0
的	5.1
撇开	-1
人们	5.28
的	5.1
生活	5.58
水平	5.26
在	5.02
不断	5.0
提高	6.44
不说	-1
据	5.08
科学家	5.76
研究	5.78
从	5.16
80	-1
年代	4.96
中期	5.16
起	4.98
地球	5.46
每年	5.44
都	4.84
在	5.02
以	4.92
摄	-1
氏	5.02
0	-1
1	-1
到	5.3
0	-1
2	-1
度	5.16
的	5.1
速度	5.52
上升	6.12
天气	5.46
变得	-1
越来越	-1
热	4.66
空调	5.5
进入	5.46
寻常百姓	-1
家	6.62
是	5.42
个	4.94
迟早	-1
的	5.1
问题	4.46
所以	5.24
我	5.58
对	6.14
空调	5.5
行业	5.02
还是	5.22
有	5.36
足够	6.08
信心	6.5
的	5.1
对	6.14
自己	5.28
也	5.2
有	5.36
足够	6.08
的	5.1
信心	6.5
但	4.62
有时候	-1
仅仅	4.52
光有	-1
信心	6.5
还是	5.22
不够	3.92
的	5.1
厂里	-1
也	5.2
考虑	5.08
到	5.3
了	5.08
我	5.58
对	6.14
营销	5.22
市场	4.92
的	5.1
陌生	4.2
把	4.94
我	5.58
安排	5.1
在	5.02
一名	-1
老	3.58
业务员	-1
s	5.04
手下	5.12
熟悉业务	-1
跑	5.18
北京	5.68
兼	5.0
东北	5.5
市场	4.92
七月	-1
流火	-1
因为	4.94
s	5.04
和	5.46
他	5.06
原来	5.54
的	5.1
搭档	-1
先去	-1
了	5.08
天津	5.36
厂	5.06
里	5.18
安排	5.1
要	5.2
我	5.58
一个	5.1
人	5.3
坐火车	-1
赶	4.86
去	4.86
火车	4.94
坐	5.14
了	5.08
一天	4.92
多	5.66
车箱	-1
里	5.18
闷热	3.58
异常	3.88
我	5.58
因为	4.94
在	5.02
此	4.8
之	5.26
前	5.24
很少	-1
出远差	-1
人	5.3
又	4.98
腼腆	-1
爱面子	3.88
觉得	5.38
一个	5.1
女	5.82
的	5.1
独自	4.56
在	5.02
火车	4.94
上	5.58
吃	5.78
东西	5.06
不	4.4
好看	6.64
不好意思	3.88
吃	5.78
东西	5.06
结果	5.16
饿	3.56
了	5.08
整	5.14
整	5.14
一天	4.92
下车	-1
后	5.0
就	4.94
感觉	5.5
头	5.12
昏昏沉沉	-1
的	5.1
s	5.04
和	5.46
他	5.06
的	5.1
搭档	-1
到	5.3
火车	4.94
站接	-1
我	5.58
,	-1
•	-1
与	4.86
他们	5.12
才	5.48
说	5.22
了	5.08
几句话	-1
我	5.58
就	4.94
撑不住	-1
了	5.08
眼冒金	-1
星	5.54
虚汗	-1
直淌	-1
不行	3.72
我	5.58
恐怕	3.64
要	5.2
先	5.34
找家	-1
旅店	-1
歇会	-1
儿	5.62
可能	5.2
是	5.42
我	5.58
的	5.1
脸色	4.92
不好	3.64
s	5.04
有	5.36
经验	6.1
地说	-1
大概	4.84
是	5.42
中	4.98
暑	-1
了	5.08
°	-1
我们	5.96
先带	-1
你	5.36
找	5.06
个	4.94
有	5.36
空调	5.5
的	5.1
房间	5.34
住	5.02
下	4.6
在	5.02
街上	-1
东找	-1
西	5.2
找	5.06
又	4.98
跑	5.18
半个	-1
钟头	5.1
我们	5.96
终于	5.52
找到	5.44
了	5.08
一家	5.56
价钱	-1
合适	6.0
的	5.1
旅馆	5.14
站	5.04
在	5.02
柜台	5.12
填	5.12
住客	-1
登记表	-1
时	5.04
我	5.58
的	5.1
汗	4.96
像	5.5
水	5.96
一样	5.28
流下	-1
来	5.26
手	5.5
发抖	3.64
两脚	-1
像	5.5
踩	-1
在	5.02
棉花	5.58
垛上	-1
我	5.58
说	5.22
我	5.58
不行	3.72
了	5.08
清帮	-1
我	5.58
填	5.12
一下	5.12
我	5.58
摇摇晃晃	-1
地向	-1
沙发	-1
走	5.3
去	4.86
没	4.42
走	5.3
几步	-1
突然	4.5
眼前	5.36
一	5.02
黑	4.48
就	4.94
失去知觉	3.72
后来	4.9
听	5.64
他们	5.12
说	5.22
我	5.58
猛	5.4
一下子	-1
跌	3.44
坐在	-1
了	5.08
地上	4.74
他们	5.12
摇	4.92
了	5.08
好	6.7
一阵	5.16
我	5.58
才	5.48
睁开眼	-1
其实	4.82
我	5.58
是	5.42
听到	-1
他们	5.12
的	5.1
喊声	-1
的	5.1
就是说	-1
不出	3.44
话	5.02
来	5.26
帮	5.54
我	5.58
填好	-1
登记表	-1
后	5.0
他们	5.12
把	4.94
我	5.58
扶	5.42
到	5.3
房间	5.34
里	5.18
我	5.58
的	5.1
头	5.12
一	5.02
挨	4.16
枕头	-1
就	4.94
昏沉沉	-1
地	5.16
睡	5.7
了	5.08
过去	5.2
这一觉	-1
直	5.3
睡	5.7
到	5.3
第二天	-1
黎明	5.72
我	5.58
醒过来	-1
的	5.1
时候	5.0
感到	5.36
被	4.5
摔	-1
的	5.1
地方	5.18
还是	5.22
隐隐	-1
作	5.0
痛	2.82
我	5.58
伸手	-1
一摸	-1
一阵	5.16
火辣辣	-1
的	5.1
钻	-1
心痛	2.82
°	-1
第二天	-1
他们	5.12
见	5.24
我	5.58
走路	5.26
一拐	-1
一拐	-1
的	5.1
关心	6.48
地问	-1
我	5.58
伤	3.74
痛	2.82
怎么样	-1
s	5.04
说	5.22
要	5.2
不	4.4
你	5.36
先	5.34
在	5.02
这里	4.88
休息	5.6
两天	-1
我们	5.96
先到	-1
北京	5.68
你	5.36
随后	5.22
再	4.96
赶来	-1
我	5.58
想	5.3
刚	5.2
开始	5.26
跑	5.18
业务	5.28
碰上	-1
这点	-1
小伤	-1
就	4.94
叫苦叫累	-1
哪	4.84
行	5.44
摇	4.92
了	5.08
摇头	4.0
忍着	-1
疼痛	2.78
与	4.86
他们	5.12
一起	5.74
去	4.86
了	5.08
北京	5.68
当时	5.0
由于	4.88
北京	5.68
有个	-1
大	5.7
制冷	-1
展示厅	-1
专门	5.3
做	5.26
空调	5.5
我们	5.96
在	5.02
这里	4.88
呆	4.18
了	5.08
两天	-1
听	5.64
着	4.88
s	5.04
和	5.46
展示厅	-1
的	5.1
经理	5.52
侃	-1
生意经	-1
我	5.58
四下	-1
环顾	-1
细	5.24
心	5.48
观察	5.56
这里	4.88
的	5.1
品牌	5.68
不少	-1
国内	5.22
国外	5.8
都	4.84
有	5.36
s	5.04
再	4.96
地要	-1
经理	5.52
多签	-1
一点	4.88
经理	5.52
很	5.14
神气	-1
有点	5.1
拿腔拿调	-1
说	5.22
你	5.36
们	5.06
海利	-1
一般般	-1
但是	4.56
没有	4.42
问题	4.46
放在	-1
我们	5.96
的	5.1
展示厅	-1
里	5.18
准能	-1
给	5.34
你们	5.24
卖出去	-1
搁	-1
这里	4.88
代销	-1
吧	4.96
那时	-1
是	5.42
卖方	5.24
市	5.0
场	5.14
他	5.06
这样	4.94
讲	5.16
也	5.2
不算	-1
吹牛	2.78
后来	4.9
我	5.58
掌握	5.92
了	5.08
一个	5.1
做生意	-1
的	5.1
经验	6.1
那	5.12
就是	4.98
做	5.26
生意	5.5
一定	5.36
要	5.2
鼓励	6.84
商家	-1
多签	-1
他	5.06
签	5.1
两百万	-1
意向性	-1
协议	5.26
最	5.14
后	5.0
总	5.02
不好意思	2.78
只	4.94
做	5.26
20	-1
万	5.38
的	5.1
生意	5.5
吧	4.96
第三天	-1
我们	5.96
到	5.3
了	5.08
沈阳	5.4
我	5.58
的	5.1
坐骨神经	-1
一直	5.48
疼得厉	-1
害	3.42
s	5.04
的	5.1
一个	5.1
同学	5.74
的	5.1
母亲	6.96
在	5.02
沈阳	5.4
一家	5.56
医院	4.0
当	5.0
医生	5.0
他	5.06
打	4.02
过	5.04
电话	5.38
后领	-1
着	4.88
我	5.58
去	4.86
看	5.58
一	5.02
拍片	-1
骨裂	-1
了	5.08
就	4.94
那么	4.88
一跤	-1
真没想到	-1
如此	5.22
严	4.74
重	4.42
这个	5.02
位置	5.18
又	4.98
不能	3.84
打	4.02
绑带	-1
医生	5.0
说	5.22
要	5.2
卧床	-1
休息	5.6
可是	4.94
那时	-1
正是	-1
推销	4.6
空调	5.5
的	5.1
好	6.7
天气	5.46
那么	4.88
多	5.66
生意	5.5
等	4.72
着	4.88
去	4.86
做	5.26
怎么	4.86
能	5.48
躺下来	-1
呢	4.92
只好	4.4
每天	-1
多	5.66
睡	5.7
一点	4.88
坐火	-1
车	5.5
就	4.94
坐	5.14
卧铺	-1
了	5.08
钱	6.24
尚未	4.5
挣	4.98
到	5.3
开销	-1
却	4.68
突然	4.5
大	5.7
起来	5.5
了	5.08
我们	5.96
在	5.02
山东	5.4
跑来跑去	-1
这	5.14
样子	4.96
拖	4.38
了	5.08
好长时间	-1
一弯	-1
腰	-1
就	4.94
疼	-1
得	5.44
厉害	5.96
提冲	-1
凉水	-1
都	4.84
困难	3.12
后来	4.9
还是	5.22
一个	5.1
中医	5.3
帮	5.54
我治好	-1
了	5.08
那	5.12
一次	5.12
我	5.58
首次	-1
领略	-1
了	5.08
做	5.26
营销	5.22
工作	5.18
的	5.1
辛苦	4.1
空调	5.5
这行	-1
档	4.96
对	6.14
我	5.58
来讲	-1
实周	-1
门外汉	3.12
可是	4.94
好强	-1
又	4.98
有些	5.2
胆怯	3.12
的	5.1
我	5.58
渴望	5.88
尽快	5.64
进入	5.46
角色	5.34
既然	5.04
厂里	-1
安排	5.1
我	5.58
跟着	5.22
s	5.04
熟悉业务	-1
那	5.12
就	4.94
老实	6.06
不	4.4
客气	6.16
地	5.16
总	5.02
跟	5.06
在	5.02
他	5.06
后头	-1
他	5.06
下	4.6
车间	5.14
我下	-1
车间	5.14
他	5.06
见	5.24
客户	5.42
我见	-1
客户	5.42
反正	4.86
他	5.06
走	5.3
到	5.3
哪里	4.92
我	5.58
跟	5.06
到	5.3
哪里	4.92
管不了	-1
他烦	-1
不烦	-1
以至于	-1
不少	-1
人	5.3
误会	3.12
他	5.06
是	5.42
我	5.58
的	5.1
对	6.14
象	5.08
其实	4.82
我	5.58
都	4.84
是	5.42
一个	5.1
孩子	5.94
的	5.1
母亲	6.96
了	5.08
要	5.2
养活	6.55
孩子	5.94
和	5.46
自己	5.28
销售	5.38
提成	-1
对	6.14
我	5.58
来讲	-1
十分	6.26
重要	5.68
所以	5.24
我	5.58
必须	4.98
勤力	-1
再	4.96
勤力	-1
刚	5.2
起步	5.42
的	5.1
海利	-1
和	5.46
许多	5.36
广东	5.58
家电企业	-1
一样	5.28
允许	5.74
代销	-1
产品	5.3
于是	4.9
我们	5.96
一家家	-1
跑	5.18
百货商场	-1
跑	5.18
专门	5.3
经销	5.08
家电	5.12
的	5.1
商店	5.24
和	5.46
营业员	-1
侃	-1
空调	5.5
找	5.06
经理	5.52
磨嘴皮	-1
我们	5.96
在	5.02
街头	5.1
跑来跑去	-1
找	5.06
已经	5.18
做	5.26
我们	5.96
海利	-1
空调	5.5
的	5.1
老	3.58
客户	5.42
找	5.06
那些	5.02
可以	5.58
经销	5.08
海利	-1
空调	5.5
的	5.1
家电	5.12
商店	5.24
等	4.72
我	5.58
自己	5.28
能独	-1
在	5.02
工作	5.18
时	5.04
我	5.58
就	4.94
试	5.46
着	4.88
跟	5.06
人家	5.3
讲	5.16
海利	-1
空调	5.5
有	5.36
什么	5.04
功	5.58
能	5.48
跟	5.06
一般	4.66
空调	5.5
对比	4.84
有	5.36
什么	5.04
优势	6.5
从	5.16
材料	5.02
等	4.72
方面	5.1
一一	-1
细	5.24
说	5.22
常常	5.52
我	5.58
也	5.2
能	5.48
把	4.94
经理	5.52
们	5.06
讲	5.16
得	5.44
直	5.3
点头	5.54
c	4.7
世上	5.46
没有	4.42
不会	3.58
的	5.1
只有	5.14
不学	-1
的	5.1
跟着	5.22
s	5.04
,	-1
经过	5.06
半年	4.84
多	5.66
对	6.14
市场	4.92
的	5.1
了解	5.28
我	5.58
也	5.2
做成	-1
了	5.08
300	-1
多万	-1
的	5.1
生意	5.5
并	5.04
很快	-1
熟悉	6.12
了	5.08
安装	5.24
空调	5.5
的	5.1
房间	5.34
面积	5.3
所	4.98
处	4.84
位置	5.18
窗口	5.08
大小	4.92
应	5.28
如何	5.28
配置	5.4
多	5.66
大功率	-1
什么	5.04
型号	5.18
的	5.1
空调	5.5
还有	-1
使用	5.2
和	5.46
维	5.14
护	5.38
方面	5.1
的	5.1
有关	5.4
知识	5.94
更	5.34
重要	5.68
的	5.1
是	5.42
我	5.58
懂得	5.7
了	5.08
要	5.2
怎样	4.92
对付	4.32
不同	5.22
区域	5.06
不同	5.22
性格	5.44
不同	5.22
品行	6.13
的	5.1
经销商	-1
我	5.58
对	6.14
营销	5.22
有	5.36
了	5.08
一个	5.1
初步	5.22
的	5.1
市场	4.92
概念	5.16
本来	4.98
我	5.58
还	5.16
想	5.3
再	4.96
跟着	5.22
他	5.06
跑	5.18
一段	5.06
市场	4.92
希望	6.64
从	5.16
他	5.06
那儿	4.92
受到	4.78
更	5.34
多	5.66
的	5.1
启发	5.98
获得	6.0
更	5.34
多	5.66
的	5.1
经验	6.1
但	4.62
这时	-1
安徽	5.4
市场	4.92
突然	4.5
出现	5.16
了	5.08
一些	5.12
问题	4.46
厂长	-1
决定	5.32
让	5.36
我	5.58
去	4.86
接手	-1
安徽	5.4
的	5.1
市	5.0
场	5.14
接到	-1
任命书	-1
我	5.58
是	5.42
喜忧	-1
掺半	-1
喜	7.1
的	5.1
是	5.42
现在	5.14
终于	5.52
有	5.36
了	5.08
一片	5.34
自己	5.28
能够	5.44
发挥	5.76
的	5.1
天地	5.28
忧	-1
的	5.1
是	5.42
安徽	5.4
是	5.42
当时	5.0
全国	5.28
较为	5.24
贫穷	2.84
的	5.1
省份	5.18
在	5.02
空调	5.5
还	5.16
被	4.5
视为	-1
奢侈品	-1
的	5.1
90	-1
年代	4.96
初	5.14
市场份额	-1
到底	4.96
能	5.48
有	5.36
多	5.66
大	5.7
呢	4.92
自己	5.28
能	5.48
不能	3.84
在	5.02
这个	5.02
贫穷	2.84
的	5.1
地方	5.18
站稳脚跟	-1
呢	4.92
说实话	-1
我	5.58
当时	5.0
对	6.14
整个	5.38
安徽	5.4
市场	4.92
的	5.1
状况	4.92
是	5.42
茫然	2.84
的	5.1
对于	4.94
自己	5.28
能	5.48
不能	3.84
成功	7.48
心里	5.3
也	5.2
是	5.42
没有	4.42
底	4.56
的	5.1
俗话说	-1
:	-1
一份	-1
耕耘	-1
一份	-1
收获	6.3
但	4.62
我	5.58
相信	6.12
一个	5.1
人	5.3
只	4.94
要	5.2
付出	5.4
艰辛	3.82
的	5.1
努力	6.26
没有	4.42
爬	4.76
不	4.4
过去	5.2
的	5.1
山	5.54
也	5.2
没有	4.42
趟	4.86
不过	4.72
去	4.86
的	5.1
河	5.6
只要	5.16
我	5.58
摸透	-1
了	5.08
安徽	5.4
市场	4.92
究竟	4.98
有	5.36
多	5.66
大	5.7
的	5.1
份额	5.04
我	5.58
就	4.94
一定	5.36
会	5.22
完成	5.98
它	5.16
安徽	5.4
一行	5.02
使	4.9
我	5.58
度过	-1
了	5.08
自	5.02
加入	5.42
营销	5.22
行列	5.18
以来	4.98
最	5.14
艰难	3.16
的	5.1
四十天	-1
也	5.2
使	4.9
我	5.58
获得	6.0
了	5.08
前所未有	6.16
的	5.1
收益	6.64
到	5.3
安徽	5.4
后	5.0
第一件	-1
碰到	-1
的	5.1
棘手	3.5
的	5.1
事	5.14
就是	4.98
向	5.2
一个	5.1
赖债	-1
者	5.0
追债	-1
在	5.02
当时	5.0
的	5.1
营销	5.22
市场	4.92
上	5.58
有	5.36
一种	-1
奇怪	4.5
的	5.1
现象	4.98
就是	4.98
一	5.02
个	4.94
企业	5.24
优秀	7.04
的	5.1
产品	5.3
推销员	-1
还	5.16
必须	4.98
是	5.42
一个	5.1
追债	-1
能手	-1
由	4.86
于	5.14
一些	5.12
企业	5.24
急于	4.34
要	5.2
推出	5.26
自己	5.28
的	5.1
新	5.94
产品	5.3
也	5.2
由于	4.88
市场	4.92
的	5.1
不	4.4
成熟	6.22
厂家	5.14
往往	5.32
采取	5.3
给予	5.72
商家	-1
先	5.34
发货	-1
后	5.0
付款	-1
的	5.1
优惠	6.62
待	5.04
遇	5.3
这	5.14
就	4.94
给	5.34
那些	5.02
心术不正	-1
的	5.1
投机者	-1
提供	5.48
了	5.08
发财	6.8100000000000005
的	5.1
机	5.12
会	5.22
个别	4.8
刁蛮	-1
的	5.1
经销商	-1
不是	4.2
与	4.86
生产厂家	-1
一起	5.74
去	4.86
研究	5.78
市	5.0
场	5.14
而是	-1
研究	5.78
怎样	4.92
从	5.16
企业	5.24
那里	5.18
获取	5.7
不	4.4
应该	5.1
得到	5.66
的	5.1
利益	5.68
通过	5.84
卡	4.68
压	4.14
骗货	-1
等	4.72
形式	5.06
伤害	2.64
企业	5.24
的	5.1
利益	5.68
也	5.2
带来	-1
了	5.08
数	5.18
不清	2.64
的	5.1
三角债	-1
和	5.46
无头	-1
官司	4.18
许多	5.36
业务员	-1
全国	5.28
满天	-1
飞	5.58
不是	4.2
推销	4.6
自己	5.28
的	5.1
产品	5.3
而是	-1
忙于	4.66
追债	-1
和	5.46
打官司	-1
直	5.3
到	5.3
现在	5.14
我们	5.96
在	5.02
报刊杂志	-1
上	5.58
还	5.16
能	5.48
看到	-1
一些	5.12
表扬	7.0
为	5.16
企业	5.24
追	5.24
债	3.2
的	5.1
能手	-1
的	5.1
文章	5.18
单个	5.06
业务员	-1
的	5.1
不	4.4
成熟	6.22
所	4.98
给	5.34
企业	5.24
带来	-1
的	5.1
损失	3.04
是	5.42
片面	4.34
的	5.1
但	4.62
整个	5.38
市场机制	-1
的	5.1
不	4.4
成熟	6.22
就	4.94
有	5.36
可能	5.2
扼杀	3.08
无数	5.44
企业	5.24
的	5.1
生命	6.28
在	5.02
安徽	5.4
我们	5.96
海利	-1
也	5.2
碰到	-1
同样	5.12
的	5.1
情况	5.02
由于	4.88
前任	-1
业	4.86
务员	-1
的	5.1
疏忽	3.08
也	5.2
由于	4.88
公司	5.08
管理	5.3
出现	5.16
的	5.1
一些	5.12
失误	3.38
安徽	5.4
合	5.36
肥	-1
一家	5.56
经销商	-1
拖欠	3.5
了	5.08
我们	5.96
42	-1
万元	-1
的	5.1
货款	4.58
虽然	4.66
多次	-1
催	-1
促	5.1
却	4.68
退	4.18
迟	4.22
未	4.74
还	5.16
c	4.7
面对	-1
债务	3.1
问题	4.46
当时	5.0
我	5.58
可以	5.58
有	5.36
两种	-1
选择	5.22
第	5.32
因为	4.94
这是	-1
前任	-1
业务员	-1
留下	-1
的	5.1
烂帐	-1
对	6.14
我	5.58
个人	5.32
来说	-1
是	5.42
不	4.4
承担责任	-1
我	5.58
可以	5.58
不管	4.42
可以	5.58
按	4.9
公司	5.08
的	5.1
惯常	-1
做	5.26
法	5.32
完成	5.98
我	5.58
的	5.1
安徽	5.4
的	5.1
指标	5.14
任务	5.04
就行了	-1
同时	5.34
也	5.2
从	5.16
个人	5.32
的	5.1
利益	5.68
上	5.58
得到	5.66
应得	-1
的	5.1
回报	5.94
第二	-1
我	5.58
不	4.4
考虑	5.08
个人利益	-1
将	5.36
集体利益	-1
放在	-1
个人	5.32
利	5.86
益	6.36
之上	-1
那	5.12
我	5.58
首先	5.32
得	5.44
考虑	5.08
追债	-1
a	5.24
表面	5.0
上	5.58
看起来	-1
这样	4.94
做	5.26
使	4.9
我	5.58
的	5.1
个人利益	-1
受到	4.78
了	5.08
损害	3.36
但	4.62
从长远看	-1
来	5.26
我	5.58
得到	5.66
的	5.1
会	5.22
更	5.34
多	5.66
经过	5.06
认真	6.3
地	5.16
考虑	5.08
我	5.58
选择	5.22
了	5.08
后者	-1
我	5.58
之所以	-1
选择	5.22
