	-1
的	5.1
目标	5.64
是	5.42
什么	5.04
我	5.58
希望	6.64
在	5.02
全世界	-1
每个	-1
国家	5.34
每个	-1
城市	5.5
都	4.84
有	5.36
我们	5.96
的	5.1
客户	5.42
或者	4.76
合作伙伴	-1
又	4.98
是	5.42
一阵	5.16
欢笑声	-1
这个	5.02
饱受	-1
争议	3.94
的	5.1
创业者	-1
他	5.06
的	5.1
雄心	6.3
和	5.46
他	5.06
的	5.1
公司	5.08
都	4.84
将	5.36
接受	5.72
来自	-1
华尔街	-1
的	5.1
考验	5.12
京东	-1
首席	5.94
财务	5.14
官黄	-1
宣德	-1
的	5.1
观点	5.4
是	5.42
如果	5.36
京东	-1
能够	5.44
做到	-1
100	-1
分	5.02
对	6.14
投资人	-1
只会	-1
说	5.22
80	-1
分	5.02
90	-1
分	5.02
保守	4.88
一点	4.88
比较	5.22
好	6.7
可能	5.2
近期	5.16
的	5.1
股价	-1
只能	-1
反映	4.98
80	-1
分	5.02
90	-1
分	5.02
的	5.1
水平	5.26
但	4.62
等	4.72
实际	5.46
业绩	5.88
出来	5.18
不	4.4
就	4.94
达到	5.64
了	5.08
100	-1
分	5.02
的	5.1
水平	5.26
吗	4.82
保守	4.88
的	5.1
沟通	5.78
有利于	-1
投资人	-1
建立	5.54
对	6.14
公司	5.08
的	5.1
信任	6.86
和	5.46
长期	5.4
信心	6.5
我们	5.96
更	5.34
看重	5.8
公司	5.08
的	5.1
长期	5.4
价值	5.86
而	5.18
不是	4.2
追求	5.98
股价	-1
最大化	-1
2015	-1
年	5.1
4	-1
月	5.28
10	-1
日	4.88
京东	-1
市值	-1
454	-1
亿美元	-1
是	5.42
中国	6.06
第四	-1
大	5.7
互联网	5.88
公司	5.08
第一	-1
部分	5.08
1998	-1
2006	-1
	-1
2004	-1
年	5.1
刘强	-1
东	5.08
带领	5.62
京东	-1
从	5.16
线下	-1
连锁	5.04
零售店	-1
转向	5.2
电商	-1
京东	-1
在	5.02
发展	6.16
的	5.1
路上	5.34
拐	-1
了	5.08
一个	5.1
大弯	-1
这是	-1
京东	-1
历史	5.34
上	5.58
最	5.14
重要	5.68
的	5.1
一次	5.12
战略决策	-1
既有	-1
偶然	5.34
的	5.1
因素	5.36
也	5.2
有	5.36
必然	5.22
刘强	-1
东用	-1
他	5.06
的	5.1
亲身经历	-1
来	5.26
印证	5.26
传统	5.36
企业	5.24
面临	4.64
互联网	5.88
变革	5.24
的	5.1
时候	5.0
能否	-1
勇于	6.26
抛弃	3.0
过去	5.2
成功	7.48
的	5.1
经验	6.1
是	5.42
决定性	5.48
因素	5.36
柜台	5.12
起家	-1
柜台	5.12
起家	-1
世上	5.46
三样	-1
苦	3.3
驶船	-1
打铁	-1
卖	5.16
豆腐	-1
这是	-1
江苏省	-1
宿迁市	-1
当地	5.26
流传	5.08
的	5.1
一句	5.0
话	5.02
京杭大运河	-1
由南	-1
往北	-1
穿过	-1
宿迁	-1
当地	5.26
很多	5.46
人驶船	-1
养活	6.38
一家人	-1
1998	-1
年	5.1
春天	6.66
的	5.1
一个	5.1
夜晚	5.28
巨浪	-1
凶狠	3.3
地	5.16
扑	-1
过来	5.28
40	-1
吨	5.02
的	5.1
铁皮	-1
船	5.32
进水	-1
了	5.08
王绍侠	-1
拼命	5.0
将	5.36
水	5.96
舀出	-1
船舱	-1
巨浪	-1
接二连三	-1
地	5.16
扑	-1
过来	5.28
船舱	-1
进水	-1
越来越	-1
多	5.66
眼看	5.04
就要	-1
沉下去	-1
了	5.08
王绍侠	-1
的	5.1
全部	5.6
家当	-1
都	4.84
在	5.02
这条	-1
船上	5.44
20	-1
年	5.1
的	5.1
心血	5.62
就要	-1
沉入	-1
水	5.96
里	5.18
她	5.2
的	5.1
大脑	5.32
一片空白	-1
想	5.3
抱	5.54
着	4.88
船头	-1
随船	-1
一起	5.74
沉下去	-1
算了	3.3
那	5.12
一瞬间	-1
她	5.2
又	4.98
想起	5.62
了	5.08
自己	5.28
的	5.1
儿女	6.14
还有	-1
年迈	-1
的	5.1
母亲	6.96
求生	-1
的	5.1
本能	5.48
让	5.36
她	5.2
跳	5.14
到	5.3
了	5.08
相邻	-1
的	5.1
一条	5.24
船上	5.44
10	-1
秒	4.86
之后	4.98
船头	-1
消失	3.48
在	5.02
水面	5.3
上	5.58
王绍侠	-1
望	5.44
着	4.88
水面	5.3
发呆	-1
泪水	3.76
在	5.02
眼眶里	-1
打转	-1
她	5.2
不能	3.84
哭	3.16
在	5.02
别人	5.08
的	5.1
船上	5.44
哭	3.16
是	5.42
不	4.4
吉利	6.6899999999999995
的	5.1
事	5.14
一连	-1
三天	-1
她	5.2
都	4.84
木木地	-1
站	5.04
在	5.02
船上	5.44
直到	5.12
三天	-1
后	5.0
上	5.58
了	5.08
岸	5.28
见到	-1
自己	5.28
的	5.1
妹妹	6.42
她	5.2
才	5.48
号啕大哭	-1
起来	5.5
船沉	-1
之后	4.98
王绍侠	-1
待	5.04
在	5.02
母亲	6.96
家里	5.68
没有	4.42
把	4.94
这事	-1
告诉	5.04
远	4.84
在	5.02
北京	5.68
上班	4.84
的	5.1
儿子	5.86
刘强	-1
东	5.08
刘强	-1
东	5.08
打电话	-1
回	5.02
外婆家	-1
发现	5.9
几次	-1
接电话	-1
都	4.84
是	5.42
自己	5.28
的	5.1
母亲	6.96
才	5.48
觉得	5.38
奇怪	4.5
妈	6.62
你	5.36
怎么	4.86
没有	4.42
出船	-1
一直	5.48
在	5.02
家里	5.68
王绍侠	-1
回答	5.58
我们	5.96
家	6.62
的	5.1
船	5.32
沉	4.36
了	5.08
刘强	-1
东	5.08
马上	5.42
急	4.18
了	5.08
我爸	-1
呢	4.92
?	-1
!	-1
王绍侠	-1
回答	5.58
还	5.16
在	5.02
我们	5.96
打算	5.5
继续	5.36
借钱	-1
跑	5.18
船	5.32
刘强	-1
东说	-1
人	5.3
活着	6.3
就	4.94
好	6.7
你们	5.24
别跑	-1
船	5.32
了	5.08
钱	6.24
我	5.58
来	5.26
还	5.16
1998	-1
年	5.1
6	-1
月	5.28
18	-1
日	4.88
24	-1
岁	5.44
的	5.1
刘强	-1
东带	-1
着	4.88
工作	5.18
两年	-1
积攒	-1
下来	4.78
的	5.1
12000	-1
元	5.0
在	5.02
中关村	-1
海开	-1
市场	4.92
租下	-1
4	-1
平方米	-1
的	5.1
摊位	-1
买	5.34
了	5.08
一台	-1
二手电脑	-1
一辆	-1
二手	-1
三轮车	-1
一个	5.1
人	5.3
开始	5.26
了	5.08
自己	5.28
的	5.1
创业	5.92
之旅	-1
京东	-1
多媒体	5.2
京东	-1
的	5.1
前身	5.16
成立	5.42
这	5.14
一年	-1
中国	6.06
的	5.1
经济	5.44
正	5.72
处于	5.02
焦灼	-1
和	5.46
兴奋期	-1
一方面	-1
是	5.42
集体	5.38
单位	4.94
国有企业	-1
职工	5.22
大量	5.4
下岗	3.34
昔日	5.0
的	5.1
铁饭碗	-1
被	4.5
打破	4.84
前途	6.0
未卜	-1
的	5.1
迷雾	-1
笼罩着	-1
这些	5.18
家庭	6.0
的	5.1
生活	5.58
另一方面	-1
却是	-1
民营企业	-1
的	5.1
欣欣向荣	-1
中国	6.06
有	5.36
三块	-1
地方	5.18
成为	5.42
最	5.14
具有活力	-1
的	5.1
创业	5.92
地带	5.06
一是	-1
珠江三角洲	-1
二是	-1
以	4.92
温州	5.2
为	5.16
代表	5.28
的	5.1
浙江	5.38
三是	-1
中关村	-1
珠江三角洲	-1
与	4.86
温州	5.2
以	4.92
外贸	5.18
和	5.46
加工厂	-1
为主	-1
而	5.18
中关村	-1
被	4.5
视作	-1
知识	5.94
英雄	6.56
的	5.1
摇篮	6.0
以	4.92
it	5.02
产业	5.46
为主	-1
从	5.16
1988	-1
年	5.1
到	5.3
1998	-1
年	5.1
中关村	-1
以	4.92
每天	-1
至少	4.96
创立	5.78
一家	5.56
公司	5.08
的	5.1
速度	5.52
发展	6.16
这时候	-1
以	4.92
中关村	-1
为	5.16
核心	5.58
地带	5.06
中国	6.06
互联网	5.88
方兴未艾	-1
封闭	3.92
多年	5.08
一朝	-1
开放	6.1
的	5.1
中国	6.06
经济	5.44
终于	5.52
赶上	-1
了	5.08
世界	5.78
最新	5.88
的	5.1
潮流	5.84
海归	-1
张朝阳	-1
因为	4.94
搜狐	-1
而	5.18
成为	5.42
1998	-1
年	5.1
时代周刊	-1
全球	5.46
50	-1
位	5.06
全球	5.46
数字	5.1
英雄	6.56
之一	-1
网络	5.56
门户	5.24
是	5.42
1998	-1
年	5.1
的	5.1
互联网	5.88
焦点	5.54
搜狐	-1
新浪	-1
网易	-1
一时	5.06
风头	-1
无	4.18
两	5.14
太平洋	5.64
彼岸	-1
的	5.1
明星	6.0
公司	5.08
是	5.42
杨	-1
致远	-1
创办	5.8
的	5.1
雅虎	-1
自	5.02
1996	-1
年	5.1
上市	5.96
以来	4.98
得到	5.66
华尔街	-1
的	5.1
追捧	-1
2000	-1
年	5.1
才	5.48
达到	5.64
它	5.16
的	5.1
股价	-1
峰值	-1
这	5.14
一年	-1
谷歌	-1
刚刚	4.98
诞生	5.98
而	5.18
相似	5.38
的	5.1
百度	-1
迟至	-1
2000	-1
年	5.1
才	5.48
在	5.02
中国	6.06
诞生	5.98
腾讯	-1
还	5.16
叫作	-1
oicq	-1
只是	4.54
一只	-1
小小的	-1
胖	-1
企鹅	-1
蜗居	-1
在	5.02
深圳	5.58
马云	-1
还	5.16
在	5.02
折腾	-1
他	5.06
的	5.1
中国	6.06
黄页	-1
阿里巴巴	-1
未见	-1
踪影	-1
没有	4.42
人	5.3
能够	5.44
预见	5.8
日后	5.08
中国	6.06
互联网	5.88
三大	-1
巨头	-1
bat	5.3
三个	-1
字母	4.92
分别	4.72
对应	5.32
的	5.1
是	5.42
百度	-1
阿里巴巴	-1
和	5.46
腾讯	-1
的	5.1
统治	4.7
格局	5.3
更	5.34
没有	4.42
人	5.3
能够	5.44
预见	5.8
京东	-1
会	5.22
成为	5.42
中国	6.06
第四	-1
大	5.7
互联网	5.88
公司	5.08
1998	-1
年	5.1
刘强	-1
东	5.08
创办	5.8
京东	-1
多媒体	5.2
是	5.42
典型	5.46
的	5.1
线下	-1
渠道	5.06
生意	5.5
在	5.02
柜台	5.12
进货	5.1
在	5.02
柜台	5.12
卖货	-1
先	5.34
做	5.26
批发	5.0
后	5.0
转为	-1
零售	5.08
美国	5.6
零售业	-1
历史悠久	-1
发展	6.16
成熟	6.22
曾经	4.9
是	5.42
美国	5.6
销售额	-1
第一	-1
的	5.1
零售	5.08
公司	5.08
西尔斯	-1
创立	5.78
于	5.14
1884	-1
年	5.1
创立	5.78
于	5.14
1962	-1
年	5.1
的	5.1
沃尔玛	-1
1993	-1
年	5.1
超过	5.66
西尔斯	-1
成为	5.42
美国	5.6
最大	5.96
的	5.1
零售	5.08
公司	5.08
更	5.34
在	5.02
1998	-1
年销售额	-1
超过	5.66
1000	-1
亿美元	-1
中国	6.06
的	5.1
零售业	-1
是	5.42
在	5.02
开放	6.1
市场经济	-1
以来	4.98
的	5.1
短短	-1
时间	5.32
里	5.18
发展	6.16
起来	5.5
的	5.1
尤其	5.26
是	5.42
早期	5.12
因	5.14
政治	4.64
原因	5.18
被	4.5
压抑	3.24
多年	5.08
的	5.1
消费	5.28
需求	5.32
爆发	4.36
造成	4.66
了	5.08
卖方市场	-1
暴利	-1
混乱	3.38
无	4.18
秩序	5.44
充满	6.14
欺诈	2.62
和	5.46
贪腐	-1
中关村	-1
大大小小	-1
的	5.1
卖场	-1
正是	-1
中国	6.06
销售	5.38
渠道	5.06
现状	5.24
最好	6.029999999999999
的	5.1
写照	5.44
正品	-1
与	4.86
山寨	-1
货齐飞	-1
消费者	-1
能否	-1
以	4.92
合适	6.0
的	5.1
价格	5.18
买到	-1
对	6.14
的	5.1
产品	5.3
取决于	-1
自己	5.28
的	5.1
眼力	-1
和	5.46
砍价	-1
能力	5.9
若	5.02
不	4.4
小心	4.92
还会	-1
招来	-1
卖家	-1
的	5.1
一顿	-1
打	4.02
京东	-1
多媒体	5.2
就	4.94
诞生	5.98
于	5.14
这样	4.94
一个	5.1
环境	5.12
刘强	-1
东	5.08
的	5.1
做法	5.22
迥异	-1
于	5.14
中关村	-1
众多	5.32
卖家	-1
他	5.06
没有	4.42
进货	5.1
渠道	5.06
没有	4.42
资金	5.68
没有	4.42
客户	5.42
没有	4.42
团队	5.26
就	4.94
靠	4.78
他	5.06
一个	5.1
人	5.3
做	5.26
坚持	6.18
明码标价	-1
拒绝	3.6
讲价	-1
好多	6.12
客户	5.42
谈	5.14
不下	4.76
价格	5.18
扭头	-1
就	4.94
走	5.3
去	4.86
别的	-1
地方	5.18
转	5.0
了	5.08
一圈	-1
又	4.98
回头	5.26
和	5.46
刘强	-1
东谈	-1
因为	4.94
发现	5.9
刘强	-1
东	5.08
这里	4.88
的	5.1
价格	5.18
定得	-1
合理	6.04
第一	-1
单	4.72
98	-1
元	5.0
的	5.1
生意	5.5
做成	-1
了	5.08
慢慢	-1
地	5.16
口口相传	-1
京东	-1
多媒体	5.2
积累	5.74
起	4.98
了	5.08
一批	-1
客户	5.42
开业	5.9
三个	-1
月	5.28
后	5.0
忙不过来	-1
的	5.1
刘强	-1
东	5.08
聘请	5.38
了	5.08
第一名	-1
员工	5.12
京东	-1
多媒体	5.2
最初	5.52
是	5.42
做	5.26
婚纱影楼	-1
视频	5.42
编辑	5.16
的	5.1
硬件	5.26
和	5.46
系统	5.02
公司	5.08
扩大	5.66
的	5.1
时候	5.0
从海开	-1
市场	4.92
的	5.1
档口	-1
搬	5.1
到	5.3
位于	4.96
硅谷	-1
电脑城	-1
对面	5.2
的	5.1
北大	6.32
资源	5.14
楼	4.96
在	5.02
那里	5.18
刘强	-1
东	5.08
接连	5.12
租下	-1
三个	-1
办公室	5.08
2425	-1
2426	-1
2427	-1
这时候	-1
公司	5.08
转为	-1
售卖	-1
光磁	-1
产品	5.3
刻录机	-1
和	5.46
录像带	-1
转制	-1
系统	5.02
70%	-1
卖	5.16
给	5.34
中关村	-1
各	5.24
电脑城	-1
柜台	5.12
30%	-1
经由	5.04
柜台	5.12
卖	5.16
给	5.34
个人	5.32
2002	-1
年	5.1
京东	-1
多媒体	5.2
在	5.02
硅谷	-1
电脑城	-1
三楼	-1
开设	5.12
第一个	-1
柜台	5.12
产品	5.3
品类	-1
增加	5.94
了	5.08
光盘	5.2
柜台	5.12
做生意	-1
的	5.1
成交率	-1
比较	5.22
高	6.1
10	-1
个	4.94
客户	5.42
里	5.18
能	5.48
谈成	-1
七八	-1
笔	5.12
生意	5.5
因为	4.94
京东	-1
多媒体	5.2
员工	5.12
不仅仅	-1
是	5.42
卖东西	-1
还	5.16
提供	5.48
额外	5.28
的	5.1
技术	5.08
服务	5.76
这	5.14
段	4.74
时期	5.28
刘强	-1
东为	-1
未来	6.28
的	5.1
京东	-1
商城	-1
打下	4.72
了	5.08
根基	-1
或者说	-1
未来	6.28
的	5.1
京东	-1
商城	-1
是	5.42
沿着	-1
这样	4.94
一条	5.24
轨道	5.28
往前	-1
跑	5.18
从未	-1
脱离	4.16
正品	-1
从海开	-1
市场	4.92
柜台	5.12
做起	-1
的	5.1
时候	5.0
刘强	-1
东	5.08
就	4.94
开始	5.26
开发票	-1
开发票	-1
是	5.42
一种	-1
宣示	-1
宣示	-1
我	5.58
卖	5.16
的	5.1
是	5.42
正品	-1
底气十足	-1
工商局	-1
在	5.02
京东	-1
多媒体	5.2
查	5.02
了	5.08
三天	-1
没有	4.42
逃税	-1
没有	4.42
水货	-1
没有	4.42
假	3.5
光盘	5.2
当时	5.0
光盘	5.2
仿制	3.5
很	5.14
简单	5.92
空白	4.78
光盘	5.2
用	5.1
丝网	-1
印刷	4.82
做	5.26
上	5.58
logo	5.68
再	4.96
做	5.26
