被	4.5
欺负	2.86
他	5.06
的	5.1
人	5.3
训斥	2.86
道	5.34
只许	-1
你	5.36
老老实实	-1
不许	3.64
你	5.36
乱说乱动	-1
在	5.02
马云	-1
的	5.1
小学	5.54
课本	5.38
里	5.18
就	4.94
有	5.36
这样	4.94
一句	5.0
一模一样	-1
的话	4.9
学到	-1
那篇	-1
课文	-1
的	5.1
时候	5.0
马云	-1
希望	6.64
老师	5.98
千万	5.66
不要	4.16
念	5.16
到	5.3
那句话	-1
可是	4.94
老师	5.98
最终	5.4
还是	5.22
念到	-1
了	5.08
那句话	-1
当	5.0
老师	5.98
念出	-1
那句话	-1
的	5.1
时候	5.0
一个	5.1
顽皮	3.64
的	5.1
男孩子	-1
因为	4.94
当时	5.0
在	5.02
马云家	-1
见	5.24
过	5.04
马云	-1
爷爷	6.3
被	4.5
训斥	3.64
的	5.1
那	5.12
一幕	4.7
所以	5.24
他	5.06
扭头	-1
冲马云	-1
做	5.26
了	5.08
一个	5.1
鬼脸	-1
其他	4.88
孩子	5.94
也	5.2
听说	-1
了	5.08
这件	-1
事	5.14
见到	-1
那个	5.2
男孩子	-1
冲马云	-1
做鬼脸	-1
不约而同	-1
地	5.16
捂	-1
嘴	5.1
笑了起来	-1
内心	5.24
敏感	4.54
自尊心	5.58
很强	-1
的	5.1
小马	-1
云	5.74
在	5.02
同学	5.74
们	5.06
异样	-1
的	5.1
目光	5.24
中	4.98
感到	5.36
十分	6.26
愤怒	2.68
他	5.06
抓起	-1
桌上	-1
的	5.1
语文课	-1
本	5.2
朝	5.12
那个	5.2
挑事	-1
的	5.1
男同学	-1
砸过去	-1
那个	5.2
男同学	-1
也	5.2
不甘示弱	2.68
把	4.94
自己	5.28
的	5.1
书包	-1
向	5.2
马云	-1
扔	4.7
过来	5.28
将	5.36
马云	-1
的	5.1
脑袋	-1
砸	-1
出	4.98
了	5.08
一个	5.1
血	4.02
窟窿	-1
虽然	4.66
落	4.48
了	5.08
下风	-1
可马云	-1
一点	4.88
也	5.2
不	4.4
畏怯	2.68
马云不爱	-1
打架	2.68
但	4.62
从不	-1
畏惧	2.68
打架	2.68
虽然	4.66
马云	-1
身形	-1
瘦弱	-1
但	4.62
只要	5.16
别人	5.08
欺负	2.68
了	5.08
他	5.06
惹恼	2.68
了	5.08
他	5.06
不管	4.42
对方	5.12
多么	5.16
高大	6.28
马云	-1
都	4.84
会	5.22
第一	-1
时间	5.32
冲上去	-1
与其	5.04
一较高低	-1
因为	4.94
打架	2.68
马云	-1
不但	5.12
多次	-1
受伤	3.5
还常	-1
受到	4.78
学校	5.76
的	5.1
处分	3.46
受到	4.78
父母	6.52
的	5.1
责骂	3.46
但	4.62
马云	-1
却	4.68
不肯	3.46
悔改	6.51
他	5.06
不但	5.12
为	5.16
自己	5.28
而战	-1
大多数	-1
时候	5.0
更是	-1
为	5.16
朋友	6.5
而	5.18
打架	3.46
有	5.36
一次	5.12
因为	4.94
帮	5.54
朋友	6.5
打架	3.46
马云	-1
的	5.1
身上	5.08
竟然	4.78
缝	-1
了	5.08
13	-1
针之多	-1
三岁	-1
看大	-1
七岁	-1
看	5.58
老	3.58
当时	5.0
的	5.1
亲朋好友	-1
对马云	-1
的	5.1
前途	6.0
都	4.84
不	4.4
抱	5.54
希望	6.64
认为	5.1
他	5.06
将来	5.94
也	5.2
不过	4.72
就是	4.98
一个	5.1
打架	3.58
的	5.1
小混混	-1
罢了	4.32
谁	5.1
也	5.2
不会	3.58
想到	5.52
在	5.02
未来	6.28
的	5.1
中国	6.06
乃至	4.68
全世界	-1
马云	-1
成为	5.42
了	5.08
家喻户晓	-1
的	5.1
知名	6.32
人物	5.16
人们	5.28
只	4.94
看到	-1
了	5.08
马云	-1
功课	5.32
不好	3.58
总是	-1
打架	3.58
的	5.1
缺点	3.6
却	4.68
忽视	3.76
了	5.08
他	5.06
身上	5.08
最	5.14
值得尊重	6.4
的	5.1
一种	-1
品质	5.82
勇气	6.48
勇气	6.48
是	5.42
一种	-1
敢于	5.9
面对现实	-1
战胜	6.74
恐惧	2.74
的	5.1
有力	5.88
武器	4.34
是	5.42
克服	5.28
失败	2.8
争取	5.76
胜利	6.86
的	5.1
最佳	6.67
武器	4.34
因为	4.94
勇气	6.48
马云	-1
在	5.02
被	4.5
人	5.3
欺负	2.8
被	4.5
不	4.4
公正	6.28
对待	5.12
的	5.1
时候	5.0
能够	5.44
勇敢	6.62
接受	5.72
因为	4.94
勇气	6.48
在	5.02
该	4.86
出手	-1
的	5.1
时候	5.0
马云	-1
决不	-1
退缩	2.8
成功	7.48
总是	-1
青睐	-1
有	5.36
勇气	6.48
并	5.04
保持	5.68
勇气	6.48
的	5.1
人	5.3
所以	5.24
马云	-1
头顶	-1
的	5.1
光环	-1
并非	4.58
偶然	5.34
得	5.44
之	5.26
●	-1
马云	-1
的	5.1
人生哲学	-1
我	5.58
从小	5.08
很	5.14
瘦小	-1
但是	4.56
很会	-1
打架	2.8
成年	5.28
后	5.0
的	5.1
马云	-1
回	5.02
想起	5.62
儿时	-1
往事	-1
时	5.04
如此	5.22
总结	5.4
道	5.34
人	5.3
最	5.14
可恨	2.8
的	5.1
就是	4.98
胆小	2.8
窝囊	2.8
地过	-1
一辈子	5.32
马云	-1
自小	-1
就	4.94
不肯	2.8
这样	4.94
走	5.3
完	5.24
自己	5.28
的	5.1
一生	5.66
他	5.06
的	5.1
勇气	6.48
是	5.42
与生俱来	-1
的	5.1
并且	5.04
在	5.02
生活	5.58
的	5.1
磨砺	-1
下	4.6
愈来愈	-1
强大	6.52
苏格拉底	-1
说	5.22
让	5.36
那些	5.02
试图	4.86
改变	5.48
世界	5.78
的	5.1
人	5.3
先	5.34
改变	5.48
自己	5.28
马云	-1
却是	-1
改变	5.48
了	5.08
世界	5.78
不	4.4
改变	5.48
自己	5.28
而	5.18
正是	-1
因为	4.94
勇气	6.48
令马云	-1
一直	5.48
前行	-1
从不	-1
妥协	3.74
勇气	6.48
是	5.42
一种	-1
无畏	6.48
的	5.1
力量	5.84
一个	5.1
永不	-1
丧失	3.32
勇气	6.48
的	5.1
人	5.3
是	5.42
永远	6.46
不会	3.32
被	4.5
打败	5.02
的	5.1
因为	4.94
他	5.06
坚信	6.24
风雨	5.16
过后	4.76
就是	4.98
阳光	6.68
在	5.02
现实生活	-1
中	4.98
一个	5.1
人	5.3
如果	5.36
缺乏	3.64
了	5.08
勇气	6.48
就	4.94
无法	4.02
面对	-1
人生	5.66
的	5.1
压力	3.98
与	4.86
挑战	5.38
一位	-1
父亲	6.4
为	5.16
自己	5.28
的	5.1
儿子	5.86
操	4.0
碎了心	-1
他	5.06
的	5.1
儿子	5.86
已经	5.18
20	-1
多岁	-1
了	5.08
但是	4.56
一点	4.88
男子汉	-1
气概	-1
都	4.84
没有	4.42
这	5.14
让	5.36
他	5.06
的	5.1
父亲	6.4
为	5.16
儿子	5.86
今后	5.5
的	5.1
独立	5.92
生活	5.58
担忧	3.8
为了	5.14
帮助	6.14
儿子	5.86
树立	5.6
起	4.98
男人	5.66
的	5.1
雄风	-1
父亲	6.4
将	5.36
儿子	5.86
送到	-1
一位	-1
著名	6.18
的	5.1
禅师	-1
那里	5.18
他	5.06
希望	6.64
禅师	-1
能够	5.44
帮助	6.14
儿子	5.86
找到	5.44
男子汉	-1
气概	-1
禅师	-1
听	5.64
了	5.08
父亲	6.4
的	5.1
请求	4.92
只	4.94
说	5.22
了	5.08
一句	5.0
话	5.02
我	5.58
可以	5.58
帮助	6.14
你	5.36
但	4.62
你	5.36
需要	5.18
将	5.36
他	5.06
留在	-1
我	5.58
这里	4.88
半年	4.84
而且	5.08
这	5.14
半年	4.84
里	5.18
你	5.36
不许	3.64
来看	-1
他	5.06
父亲	6.4
点头	5.54
答应	5.88
然后	5.0
便	4.82
转身	-1
离去	-1
了	5.08
半年	4.84
很快	-1
过去	5.2
父亲	6.4
如约	-1
前来	-1
接	5.14
儿子	5.86
回家	-1
禅师	-1
让	5.36
父亲	6.4
先看	-1
一场	-1
拳击	-1
比赛	5.58
父亲	6.4
惊讶	4.54
地	5.16
看到	-1
赛场	-1
上	5.58
站	5.04
着	4.88
的	5.1
正是	-1
自己	5.28
的	5.1
儿子	5.86
他	5.06
满心	-1
以为	5.14
儿子	5.86
会	5.22
表现	5.22
得	5.44
英勇	6.52
无比	5.46
将	5.36
对手	4.7
打倒	3.88
在	5.02
地	5.16
可	5.3
没想到	3.88
几个	-1
回合	5.2
下来	4.78
儿子	5.86
不断	5.0
被	4.5
击倒	-1
又	4.98
不断	5.0
爬起来	-1
再次	4.92
被	4.5
击倒	-1
比赛	5.58
结束	4.72
后	5.0
禅师	-1
问	5.18
父亲	6.4
对	6.14
儿子	5.86
的	5.1
表现	5.22
是否	4.96
满意	6.96
父亲	6.4
摇头	4.0
认为	5.1
儿子	5.86
这样	4.94
不经	4.0
打	4.02
真是太	-1
丢脸	4.0
了	5.08
可是	4.94
禅师	-1
却说	4.7
你	5.36
只	4.94
看到	-1
了	5.08
表面	5.0
的	5.1
输赢	-1
难道	4.72
你	5.36
没有	4.42
看到	-1
你	5.36
儿子	5.86
倒	4.52
下去	4.2
立刻	5.08
又	4.98
站	5.04
起来	5.5
的	5.1
勇气	6.48
吗	4.82
这种	-1
勇气	6.48
才	5.48
是	5.42
真正	5.76
的	5.1
男子汉	-1
气概	-1
就	4.94
像	5.5
这位	-1
打不倒	-1
的	5.1
青年	6.0
一样	5.28
马云	-1
也	5.2
是	5.42
不能	3.84
被	4.5
轻易	5.52
打倒	3.88
的	5.1
无论是	-1
命运	5.56
还是	5.22
他人	5.18
小时候	5.78
的	5.1
马云	-1
功课	5.32
很差	-1
唯独	-1
英语	5.7
却	4.68
很棒	6.029999999999999
这	5.14
得益于	-1
他	5.06
的	5.1
一位	-1
初中	5.34
地理	5.22
老师	5.98
那位	-1
老师	5.98
有	5.36
一次	5.12
在	5.02
课堂	5.52
上	5.58
说起	-1
自己	5.28
经历	5.3
的	5.1
一件	-1
事情	5.08
一次	5.12
在	5.02
西湖	-1
边上	-1
几个	-1
外国游客	-1
向	5.2
她	5.2
问路	-1
她	5.2
用	5.1
流利	6.045
的	5.1
英语	5.7
为	5.16
这	5.14
几个	-1
外国人	-1
指明	5.38
了	5.08
路线	5.4
还	5.16
介绍	5.28
了	5.08
杭州	5.8
的	5.1
景点	5.7
外国游客	-1
连连	-1
向	5.2
她	5.2
道谢	6.0525
这位	-1
地理	5.22
老师	5.98
总结	5.4
说	5.22
你们	5.24
不但	5.12
要	5.2
学好	6.05625
地理	5.22
更要	-1
学好	6.058125
英语	5.7
不然	4.7
当有	-1
外国人	-1
问	5.18
你	5.36
的	5.1
时候	5.0
答	5.46
不	4.4
上来	5.46
多	5.66
给	5.34
中国	6.06
人	5.3
丢脸	3.88
说	5.22
者	5.0
无心	-1
听者	-1
有意	5.44
马云	-1
将	5.36
老师	5.98
这	5.14
段	4.74
不经意	-1
的	5.1
闲话	-1
放在	-1
了	5.08
心上	-1
他	5.06
从	5.16
自己	5.28
的	5.1
零用钱	-1
里	5.18
拿出	-1
6	-1
毛钱	-1
去	4.86
小卖部	-1
买	5.34
了	5.08
个	4.94
小喇叭	-1
开始	5.26
奋发	6.119999999999999
苦练	-1
英语	5.7
马云	-1
每天	-1
坚持	6.18
听	5.64
英文	5.18
广播	5.22
去	4.86
西湖	-1
边	5.08
老外	-1
多	5.66
的	5.1
地方	5.18
和	5.46
那些	5.02
外国人	-1
对话	5.4
练习	5.1
口语	5.1
马云	-1
厚着脸皮	-1
找	5.06
老外	-1
对话	5.4
一点	4.88
也	5.2
不怕	5.46
别人	5.08
笑话	5.94
自己	5.28
的	5.1
英语	5.7
不好	3.88
他	5.06
只有	5.14
一个	5.1
念头	-1
只要	5.16
给	5.34
我	5.58
说	5.22
英语	5.7
的	5.1
机会	6.0
别人	5.08
怎么	4.86
说	5.22
都	4.84
不	4.4
重要	5.68
正是	-1
凭着	-1
这	5.14
股	5.26
勇气	6.48
和	5.46
日复一日	-1
坚持	6.18
的	5.1
毅力	6.32
马云	-1
的	5.1
英语水平	-1
突飞猛进	7.04
在	5.02
初中	5.34
的	5.1
时候	5.0
他	5.06
就	4.94
已经	5.18
能够	5.44
骑着	-1
自行车	5.34
带	5.1
着	4.88
外国游客	-1
跑遍	-1
杭州	5.8
城	5.08
了	5.08
经常	5.1
出去	5.28
做	5.26
导游	5.72
和	5.46
老外	-1
对话	5.4
不仅	5.34
让	5.36
马云	-1
的	5.1
英语水平	-1
见长	-1
更	5.34
让	5.36
他	5.06
在	5.02
很小	-1
的	5.1
年纪	4.54
就	4.94
接触	5.32
了	5.08
不同	5.22
的	5.1
世界观	5.22
人生观	-1
据	5.08
马云	-1
后来	4.9
回忆	5.38
在	5.02
和	5.46
这些	5.18
外国人	-1
互动	5.8
的	5.1
过程	5.06
中	4.98
我	5.58
发现	5.9
外国人	-1
的	5.1
想法	5.14
和	5.46
我	5.58
受到	4.78
的	5.1
教育	5.72
有	5.36
很大	-1
不同	5.22
让	5.36
我	5.58
了解	5.28
到	5.3
外面	5.1
还有	-1
另	4.82
一个	5.1
完全	5.5
不同	5.22
的	5.1
世界	5.78
获得成功	-1
的	5.1
人	5.3
如果	5.36
在	5.02
一	5.02
开始	5.26
面对	-1
挑战	5.38
或者	4.76
失败	2.8
时	5.04
就	4.94
因为	4.94
恐惧	2.74
而	5.18
退却	2.74
放弃	3.6
再次	4.92
尝试	5.76
的	5.1
机会	6.0
那	5.12
就	4.94
不	4.4
可能	5.2
有	5.36
成功	7.48
之神	-1
的	5.1
青睐	-1
如果	5.36
马云	-1
不是	4.2
在	5.02
一次次	-1
被	4.5
人	5.3
欺负	3.6
中	4.98
全力	5.84
反击	4.38
捍卫	5.64
尊严	6.24
就	4.94
无法	4.02
练就	-1
他	5.06
坚强	6.58
的	5.1
心性	-1
如果	5.36
马云	-1
不是	4.2
一次次	-1
地	5.16
苦练	-1
英语	5.7
与	4.86
外国人	-1
交流	5.68
他	5.06
就	4.94
无法	4.02
为	5.16
日后	5.08
的	5.1
事业	5.74
埋	4.1
下	4.6
种子	5.5
失败	2.8
不是	4.2
停滞	3.58
的	5.1
理由	5.18
不甘	3.58
平凡	5.38
挑战	5.38
自我	5.1
下定决心	-1
在	5.02
该	4.86
出手	-1
时	5.04
就	4.94
铁了心	-1
去	4.86
做	5.26
你	5.36
可能	5.2
会	5.22
面对	-1
与	4.86
之前	4.88
所	4.98
想	5.3
完全	5.5
不同	5.22
的	5.1
局面	4.86
无论	5.16
人生	5.66
走到	-1
哪	4.84
一种	-1
境地	4.92
只要	5.16
你	5.36
还有	-1
勇气	6.48
那	5.12
就是	4.98
成功	7.48
的	5.1
一大	-1
资本	5.0
可以	5.58
怀疑	3.62
自己	5.28
但	4.62
不要	4.16
怀疑	3.62
信念	6.02
马云	-1
我	5.58
是	5.42
经常	5.1
怀疑	3.62
自己	5.28
的	5.1
我	5.58
怀疑	3.62
自己	5.28
但	4.62
不	4.4
怀疑	3.62
信念	6.02
因为	4.94
信念	6.02
和	5.46
自己	5.28
有时候	-1
是	5.42
不	4.4
一样	5.28
的	5.1
我	5.58
怀疑	3.62
自己	5.28
这个	5.02
事	5.14
做	5.26
得	5.44
对	6.14
不	4.4
对	6.14
而	5.18
对	6.14
我	5.58
的	5.1
信念	6.02
我	5.58
的	5.1
目标	5.64
从来	4.94
没有	4.42
怀疑	3.62
过	5.04
阿里巴巴	-1
成立	5.42
时说	-1
要	5.2
让	5.36
天下	5.52
没有	4.42
难	3.18
做	5.26
的	5.1
生意	5.5
这是	-1
我们	5.96
的	5.1
信念	6.02
这个	5.02
信念	6.02
没有	4.42
错	3.44
但是	4.56
我	5.58
做	5.26
得	5.44
对	6.14
不	4.4
对	6.14
是不是	-1
按照	5.16
这个	5.02
路数	-1
做	5.26
的	5.1
我	5.58
不断	5.0
怀疑	3.62
自己	5.28
然后	5.0
不断	5.0
地	5.16
考问	-1
自己	5.28
马云	-1
自上	-1
小学	5.54
开始	5.26
就	4.94
对	6.14
数学	5.08
头疼	-1
不已	-1
他	5.06
的	5.1
数学	5.08
成绩	5.64
十分	6.26
糟糕	3.62
严重	3.36
拖	4.38
了	5.08
他	5.06
总成绩	-1
的	5.1
后腿	-1
在	5.02
初中	5.34
毕业	5.96
升学考试	-1
那年	-1
马云	-1
知道	5.38
自己	5.28
数学	5.08
不好	3.36
肯定	5.92
考不上	-1
好	6.7
高中	5.4
就	4.94
报	4.96
了	5.08
一个	5.1
二流	-1
高中	5.4
但	4.62
依然	5.26
落榜	-1
补习	4.94
了	5.08
一次	5.12
后	5.0
他	5.06
勉强	3.86
读	5.14
了	5.08
高中	5.4
可	5.3
参加	5.38
高考	4.7
的	5.1
时候	5.0
因为	4.94
数学	5.08
只考	-1
了	5.08
1	-1
分	5.02
与	4.86
大学	6.2
无缘	-1
马云	-1
当时	5.0
落榜	-1
后	5.0
觉得	5.38
自己	5.28
根本	5.32
不是	4.2
读书	5.68
学习	5.86
上	5.58
大学	6.2
的	5.1
料	5.36
就	4.94
准备	5.48
去	4.86
做	5.26
个	4.94
临时工	-1
以	4.92
补贴	6.1
家用	5.26
他	5.06
当过	-1
秘书	5.1
还	5.16
做	5.26
过	5.04
很多	5.46
零碎	-1
的	5.1
杂活	-1
后来	4.9
通过	5.84
父亲	6.4
的	5.1
关系	5.0
为	5.16
山海经	-1
东海	-1
江南	5.9
等	4.72
杂志社	-1
送书	-1
18	-1
岁	5.44
的	5.1
马云	-1
踩	-1
着	4.88
三轮车	-1
帮	5.54
杂志社	-1
把	4.94
书	5.5
送到	-1
火车站	-1
或者	4.76
其他	4.88
的	5.1
发货	-1
渠道	5.06
每天	-1
卖苦力	-1
换取	4.98
的	5.1
报酬	6.6
很	5.14
微薄	-1
如果	5.36
马云	-1
一直	5.48
过	5.04
这样	4.94
的	5.1
日子	5.16
未来	6.28
的	5.1
他	5.06
会	5.22
成为	5.42
什么样	-1
的	5.1
人	5.3
呢	4.92
一个	5.1
小贩	-1
还是	5.22
一个	5.1
蹬车	-1
工	4.72
命运	5.56
因为	4.94
一次	5.12
偶然	5.34
的	5.1
机会	6.0
发生	4.78
改变	5.48
一次	5.12
马云	-1
来到	-1
浙江	5.38
舞蹈家	-1
协会	5.22
为	5.16
协会主席	-1
抄写	-1
文件	4.94
时	5.04
意外	4.34
读到	-1
了	5.08
路遥	-1
的	5.1
人生	5.66
这	5.14
本书	-1
的	5.1
出现	5.16
为	5.16
当时	5.0
迷茫	-1
的	5.1
马云	-1
点亮	-1
了	5.08
一盏	-1
明灯	-1
小说	5.32
的	5.1
主人公	5.42
高	6.1
加林	-1
对	6.14
理想	6.56
的	5.1
执着	-1
追求	5.98
令马云为	-1
之	5.26
震撼	5.4
他	5.06
被	4.5
主人公	5.42
的	5.1
精神	5.86
所	4.98
折服	-1
决心	6.2
要	5.2
为	5.16
自己	5.28
的	5.1
理想	6.56
搏	-1
一搏	-1
于是	4.9
马云	-1
开始	5.26
认真	6.3
准备	5.48
第二次	-1
高考	4.7
这	5.14
一次	5.12
幸运之神	-1
依旧	5.06
没有	4.42
关照	-1
马云	-1
他	5.06
的	5.1
数学	5.08
只考	-1
了	5.08
19	-1
分	5.02
马云	-1
第二次	-1
名落孙山	-1
本	5.2
就	4.94
对	6.14
马云	-1
考大学	-1
不抱	-1
希望	6.64
的	5.1
父母	6.52
也	5.2
彻底	4.72
死心	3.86
了	5.08
可	5.3
没想到	3.86
马云	-1
并未	-1
因此	5.06
灰心丧气	-1
他	5.06
决定	5.32
再	4.96
一次	5.12
参加	5.38
高考	4.7
家人	6.24
都	4.84
劝	-1
马云	-1
放弃	3.6
这个	5.02
念头	-1
安心	6.24
找份	-1
工作	5.18
糊口	-1
那段	-1
日子	5.16
马云	-1
每天	-1
骑着	-1
一辆	-1
破	3.78
自行车	5.34
穿梭	-1
在	5.02
杭州	5.8
的	5.1
大街小巷	-1
打发	-1
时间	5.32
当时	5.0
一部	-1
从	5.16
日本	4.68
引进	5.38
的	5.1
电视剧	5.48
排球	-1
女将	-1
非常	5.76
火爆	3.78
剧中	-1
的	5.1
主角	5.58
小鹿	-1
纯子	-1
凭着	-1
永不言败	-1
的	5.1
精神	5.86
激励	6.84
了	5.08
整整	5.16
一代人	-1
马云	-1
也	5.2
十分	6.26
喜欢	7.02
小鹿	-1
纯子	-1
从	5.16
小鹿	-1
纯子	-1
身上	5.08
马云	-1
再次	4.92
汲取	5.2
力量	5.84
不顾	4.48
家人	6.24
反对	3.84
备战	4.86
第三次	-1
高考	4.7
在	5.02
这次	-1
高考	4.7
的	5.1
前三天	-1
一位	-1
姓余	-1
的	5.1
老师	5.98
对马云	-1
说	5.22
马云	-1
你	5.36
的	5.1
数学	5.08
成绩	5.64
那么	4.88
差	3.46
如果	5.36
你	5.36
的	5.1
数学	5.08
能考	-1
及格	6.8100000000000005
我	5.58
的	5.1
余	4.66
字	5.34
就	4.94
倒	4.52
着	4.88
写	5.0
老师	5.98
的	5.1
断言	4.64
让	5.36
马云	-1
很	5.14
不	4.4
高兴	7.38
他	5.06
在	5.02
考	4.9
数学	5.08
的	5.1
那天	5.3
早上	5.84
一直	5.48
背	4.82
10	-1
个	4.94
基本	5.08
的	5.1
数学公式	-1
考试	4.9
的	5.1
时候	5.0
马云	-1
就	4.94
把	4.94
这	5.14
10	-1
个	4.94
公式	5.04
一个	5.1
一个	5.1
往	5.4
试题	-1
里	5.18
套	4.82
考完	-1
以后	4.92
马云	-1
自觉	5.56
应该	5.1
能	5.48
及格	7.17
成绩	5.64
下来	4.78
后	5.0
发现	5.9
是	5.42
79	-1
分	5.02
那时	-1
的	5.1
数学	5.08
满分	-1
是	5.42
120	-1
分	5.02
及格	7.0649999999999995
了	5.08
马云	-1
倒	4.52
是	5.42
很	5.14
满意	6.96
了	5.08
考出	-1
了	5.08
有史以来	-1
的	5.1
数学	5.08
最高分	-1
最后	4.8
马云以	-1
低于	-1
本科	5.76
线	5.18
5	-1
分	5.02
的	5.1
成绩	5.64
进入	5.46
了	5.08
杭州	5.8
师范学院	-1
的	5.1
专科	4.86
当时	5.0
由于	4.88
杭州	5.8
师范学院	-1
的	5.1
英语专业	-1
刚刚	4.98
升	6.28
本科	5.76
没	4.42
能够	5.44
招满	-1
学生	5.32
为了	5.14
完成	5.98
招生	5.3
计划	5.24
外语系	-1
的	5.1
领导	5.52
们	5.06
推出	5.26
了	5.08
让	5.36
部分	5.08
成绩优秀	-1
的	5.1
专科生	-1
调配	5.22
进	5.8
外语	5.3
本科	5.76
的	5.1
政策	4.82
马云	-1
就	4.94
这样	4.94
误打误撞	-1
地	5.16
进入	5.46
了	5.08
外语系	-1
本科专业	-1
捡	-1
了	5.08
一个	5.1
小小的	-1
便宜	5.68
也	5.2
不	4.4
知道	5.38
那位	-1
姓余	-1
的	5.1
老师	5.98
是	5.42
真的	-1
瞧	5.38
不	4.4
上马	-1
云	5.74
还是	5.22
为了	5.14
激励	6.84
马云才	-1
说出	-1
那样的话	-1
不过	4.72
马云	-1
对	6.14
别人	5.08
的	5.1
质疑	3.86
和	5.46
否定	3.92
倒	4.52
是	5.42
一点	4.88
也	5.2
不介意	-1
一个	5.1
人	5.3
只有	5.14
希望	6.64
自己	5.28
成为	5.42
什么样	-1
的	5.1
人	5.3
他	5.06
才	5.48
有	5.36
可能	5.2
成为	5.42
什么样	-1
的	5.1
人	5.3
正如	5.22
马云	-1
所言	-1
这是	-1
信念	6.02
什么	5.04
是	5.42
信念	6.02
信	5.96
是	5.42
感恩	6.07
信仰	6.12
敬畏	6.13
很多	5.46
东西	5.06
你	5.36
不	4.4
知道	5.38
但是	4.56
你	5.36
敬畏	6.135
它	5.16
我	5.58
和	5.46
我	5.58
的	5.1
团队	5.26
充满	6.14
着	4.88
感恩	6.42
10	-1
年	5.1
以前	4.88
我	5.58
说	5.22
感恩	6.5600000000000005
的	5.1
时候	5.0
像是	-1
喊	4.98
口号	4.96
一样	5.28
现在	5.14
我	5.58
是	5.42
真的	-1
觉得	5.38
我们	5.96
怎么	4.86
会	5.22
有	5.36
那么	4.88
好	6.7
的	5.1
运气	-1
我	5.58
真	5.94
觉得	5.38
冥冥之中	-1
有人	5.14
在	5.02
帮	5.54
我们	5.96
很多	5.46
人问	-1
我	5.58
运气	-1
从	5.16
哪里	4.92
来	5.26
我	5.58
只能	-1
说	5.22
如果	5.36
你	5.36
有	5.36
感恩	6.46
之心	-1
运气	-1
就	4.94
会	5.22
来	5.26
如果	5.36
你	5.36
有	5.36
敬畏	6.34
之心	-1
鬼神	-1
就	4.94
会	5.22
避开	3.92
这	5.14
是	5.42
我	5.58
的	5.1
理解	6.22
●	-1
马云	-1
的	5.1
人生哲学	-1
著名	6.18
主持人	-1
杨澜	-1
写过	-1
这样	4.94
一篇	-1
文章	5.18
名为	-1
搏	-1
一搏	-1
才	5.48
有	5.36
机会	6.0
对	6.14
成功	7.48
我们	5.96
的	5.1
定义	5.36
很	5.14
狭窄	3.58
往往	5.32
感觉	5.5
付出	5.4
太	4.8
多	5.66
收获	6.3
太	4.8
少	4.3
歌德	-1
曾	4.8
说	5.22
每个	-1
人	5.3
都	4.84
想	5.3
成功	7.48
但	4.62
没	4.42
一个	5.1
人	5.3
想到	5.52
成长	5.92
成功	7.48
是	5.42
向	5.2
某个	-1
目标	5.64
前进	6.06
