	-1
条约	4.86
日本	4.68
通过	5.84
朝鲜	4.86
总督府	-1
开始	5.26
支配	4.72
朝鲜	4.86
半	4.88
岛	5.12
这	5.14
一年	-1
诞生	5.98
了	5.08
一个	5.1
长大	-1
后	5.0
撼动	-1
韩国	5.24
经济史	-1
对	6.14
日	4.88
韩	5.0
关系史	-1
也	5.2
产生	5.2
极大	-1
影响	4.98
的	5.1
男孩	-1
这个	5.02
男孩	-1
诞生	5.98
于	5.14
祖国	6.34
民族	5.42
危难	-1
之际	-1
似乎	5.08
冥冥之中	-1
他	5.06
的	5.1
一	5.02
生	5.32
已然	-1
注定	5.3
在	5.02
中日	-1
甲午战争	-1
日俄战争	-1
中	4.98
获胜	6.26
的	5.1
日本	4.68
在	5.02
朝鲜半岛	-1
占据	4.42
有利	6.18
地位	5.08
,	-1
加速	5.72
了	5.08
侵略	3.04
韩国	5.24
的	5.1
步伐	5.18
1904	-1
年	5.1
第一次	-1
日	4.88
韩	5.0
协约	-1
签订	5.18
而	5.18
1905	-1
年	5.1
签订	5.18
的	5.1
第	5.32
二次	-1
日	4.88
韩	5.0
协约	-1
使	4.9
韩国	5.24
丧失	3.32
了	5.08
外交	5.3
权	5.12
财政	5.12
军事	4.64
警察	5.12
教育	5.72
四个	-1
领域	5.08
均	5.02
被	4.5
设置	5.12
日本	4.68
人	5.3
顾问团	-1
他们	5.12
掌管	5.64
着	4.88
主要	5.38
的	5.1
行政权	-1
自	5.02
那时	-1
起	4.98
韩国	5.24
开始	5.26
爆	-1
发	5.46
频繁	4.82
的	5.1
抗日	5.3
运动	5.48
根据	5.24
朝鲜	4.86
总督府	-1
的	5.1
记录	5.3
从	5.16
1907	-1
年	5.1
8	-1
月	5.28
到	5.3
1910	-1
年末	5.1
的	5.1
三	5.18
年间	5.02
日本	4.68
军队	4.78
与	4.86
韩国	5.24
官兵	4.78
之间	-1
发生	4.78
过	5.04
2819	-1
次	4.56
冲突	3.32
共有	5.56
141	-1
603	-1
名	5.34
韩国	5.24
人	5.3
参与	5.62
其中	4.76
冲突	3.32
共	4.9
造成	4.66
17	-1
688	-1
名	5.34
韩国	5.24
人	5.3
死亡	2.08
韩国	5.24
的	5.1
抗日	5.3
运动	5.48
愈演愈烈	4.58
1919	-1
年	5.1
3	-1
月	5.28
1	-1
日	4.88
独立	5.92
运动	5.48
者	5.0
在	5.02
首尔	-1
市中	-1
心	5.48
的	5.1
塔洞	-1
公园	5.92
发表	5.56
了	5.08
三	5.18
•	-1
一	5.02
独立宣言	-1
此后	4.9
独立	5.92
运动	5.48
发展	6.16
至	5.2
全国	5.28
朝鲜半岛	-1
各地	5.3
独立	5.92
万岁	-1
运动	5.48
的	5.1
浪潮	5.16
此起彼伏	-1
共	4.9
持续	5.4
了	5.08
六个月	-1
之	5.26
久	5.06
那个	5.2
时候	5.0
许多	5.36
韩国	5.24
的	5.1
仁人志士	-1
频繁	4.82
出入	5.1
年收	-1
1000	-1
石	5.24
的	5.1
大	5.7
地主	4.56
李缭雨家	-1
年	5.1
幼	5.16
的	5.1
李秉甜	-1
经常	5.1
能	5.48
听到	-1
客厅	5.4
中	4.98
传来	-1
父亲	6.4
与	4.86
客人	5.74
们	5.06
断断续续	-1
的	5.1
谈话	5.14
声	5.26
其中	4.76
不乏	5.26
独立	5.92
解放	5.66
抗议	3.7
等	4.72
字眼	5.16
他	5.06
时不时	-1
地	5.16
还	5.16
能	5.48
听到	-1
一些	5.12
完整	5.96
的	5.1
句子	5.26
粮价	-1
上涨	5.3
都	4.84
是	5.42
日本	4.68
人	5.3
造成	4.66
的	5.1
到处	4.98
都	4.84
在	5.02
高呼	-1
独立	5.92
万岁	-1
闻此	-1
种种	4.88
少年	5.7
李秉茹	-1
的	5.1
心中	5.46
无不	4.82
涌起	-1
一股	-1
爱国热情	-1
这些	5.18
体验	5.18
震撼	5.4
了	5.08
他	5.06
幼小	-1
的	5.1
心灵	6.1
对	6.14
李秉	-1
骷	-1
后来	4.9
思想	5.62
价值观	5.76
的	5.1
形成	5.22
产生	5.2
了	5.08
不小	-1
的	5.1
影响	4.98
话题	5.06
转回	-1
李秉	-1
拮	-1
出生	5.58
的	5.1
时候	5.0
其父	-1
李缭雨	-1
幼年时期	-1
从	5.16
祖父	5.64
那里	5.18
习得汉	-1
学	5.56
看到	-1
国家	5.34
政局	5.02
不	4.4
稳	6.32
社会	5.0
动荡	3.48
青年	6.0
李缎	-1
雨	5.12
奔赴	-1
首尔	-1
与	4.86
独立	5.92
协会	5.22
会	5.22
员们	-1
展开	5.68
交流	5.68
但	4.62
最终	5.4
他	5.06
还是	5.22
回到	-1
家乡	6.06
继承	5.7
家业	-1
其母	-1
安东	-1
权	5.12
性格	5.44
和蔼	6.51
作为	5.18
一名	-1
贤妻	-1
在	5.02
丈夫	5.82
的	5.1
背后	4.88
沉稳	-1
持家	-1
是	5.42
一位	-1
颇具	-1
妇德	-1
的	5.1
女性	5.72
她	5.2
心地善良	-1
看不得	-1
穷人	3.26
受苦	2.98
村中	-1
如果	5.36
有	5.36
谁	5.1
生	5.32
孩子	5.94
她	5.2
一定	5.36
会	5.22
送	5.3
去	4.86
裙带菜	-1
和	5.46
大米	5.72
原野	-1
里花	-1
开得	-1
正盛	-1
的	5.1
时候	5.0
也	5.2
是	5.42
穷人	3.26
最苦	-1
的	5.1
时候	5.0
不能	3.84
装作	3.84
看不见	3.84
母亲	6.96
经常	5.1
这样	4.94
教诲	-1
李秉	-1
骷	-1
花	6.3
开	5.36
遍野	-1
之时	-1
也	5.2
正是	-1
青黄不接	-1
之际	-1
穷人	3.26
会	5.22
陷入	3.74
粮食	6.08
不足	3.82
的	5.1
境况	5.02
◎	-1
继承	5.7
了	5.08
祖父	5.64
的	5.1
血脉	-1
李家	-1
祖上	-1
为	5.16
庆州	-1
李氏	-1
祖辈	-1
从	5.16
第十六	-1
代起	-1
移居	5.14
至	5.2
李秉吉吉	-1
出生	5.58
的	5.1
中桥	-1
里	5.18
乡	5.02
事情	5.08
还要	-1
追溯到	-1
朝鲜	4.86
王朝	5.26
燕山	-1
君	-1
的	5.1
时代	5.44
大约	4.98
五百年	-1
前	5.24
朝臣	-1
们	5.06
为了	5.14
避难	3.52
纷纷	5.08
辞官	-1
返乡	-1
许多	5.36
人	5.3
因此	5.06
保全	5.56
了	5.08
性	5.36
命	5.12
李秉	-1
骷	-1
的	5.1
第十六	-1
代	5.12
祖先	5.56
放弃	3.6
了	5.08
通过	5.84
科举考试	-1
获得	6.0
的	5.1
官职	5.08
携家带口	-1
归	5.38
隐中桥	-1
里	5.18
乡	5.02
李秉	-1
骷	-1
的	5.1
祖父	5.64
李洪锡	-1
颇具	-1
学识	6.17
是	5.42
当时	5.0
被	4.5
称为	-1
岭南	-1
巨儒	-1
的	5.1
许生	-1
齐	5.52
门下	-1
的	5.1
弟子	5.2
李洪锡	-1
精通	6.34
诗文	-1
号	5.22
文山	-1
著	5.42
有	5.36
文山	-1
文集	-1
由此可见	-1
他	5.06
有	5.36
相当	5.4
高	6.1
的	5.1
学识	6.1899999999999995
造诣	6.234999999999999
人	5.3
的	5.1
一生	5.66
富贵荣华	-1
是	5.42
有	5.36
限度	4.6
的	5.1
文章	5.18
的	5.1
生命	6.28
却	4.68
可以	5.58
是	5.42
永恒	6.54
的	5.1
一个	5.1
人	5.3
的	5.1
文章	5.18
是	5.42
他人	5.18
无法	4.02
模仿	5.0
的	5.1
品性	-1
的	5.1
自然	5.92
流露	5.3
李秉	-1
骷	-1
的	5.1
祖父	5.64
这样	4.94
阐述	5.22
做学	-1
问	5.18
的	5.1
意义	5.54
其	5.24
祖父	5.64
晚年	5.02
于	5.14
中桥	-1
里	5.18
乡	5.02
的	5.1
宅邸	-1
内	4.98
建造	5.42
的	5.1
私塾	-1
文	5.42
山亭	-1
里	5.18
至今	5.12
保存	5.38
着	4.88
许	5.46
生齐	-1
所	4.98
写	5.0
的	5.1
李公	-1
祖父	5.64
作者	5.44
注	5.16
实事求是	6.24
家风	-1
严谨	5.68
的	5.1
寄文	-1
从祖	-1
父	6.16
那	5.12
一代	5.08
起	4.98
家产	-1
增至	-1
千余	-1
石	5.24
也	5.2
可见	5.18
李秉茄	-1
的	5.1
祖父	5.64
善于	5.8
利用厚生	-1
利用	4.28
厚生	-1
一词	-1
出自	5.18
尚书	-1
•	-1
大禹	-1
谟	-1
意为	-1
使	4.9
生活富裕	-1
消除	4.58
生计	4.84
的	5.1
不足	3.82
不管	4.42
是	5.42
将	5.36
论语	-1
奉	5.28
为	5.16
终生	5.26
爱读	-1
书籍	5.28
还是	5.22
对	6.14
汉文	-1
书籍	5.28
的	5.1
热爱	6.24
抑或	-1
是	5.42
经营	5.32
公司	5.08
的	5.1
才能	6.1
李秉	-1
骷	-1
的	5.1
这些	5.18
特质	5.58
很	5.14
显然	5.3
都	4.84
遗传	5.12
自他	-1
的	5.1
祖父	5.64
六岁	-1
起	4.98
李秉	-1
骷	-1
不再	-1
去	4.86
国民学校	-1
现	5.02
小学	5.54
而是	-1
去	4.86
了	5.08
私塾	-1
文	5.42
山亭	-1
,	-1
跟随	5.38
私塾	-1
先生	5.18
习读	-1
汉文	-1
最初	5.52
的	5.1
教科书	5.12
是	5.42
千字文	-1
李秉	-1
骷	-1
回忆	5.38
说	5.22
自己	5.28
非常	5.76
不	4.4
喜欢	7.02
在	5.02
不明	4.18
其义	-1
的	5.1
情况	5.02
下	4.6
死记硬背	-1
他学得	-1
似乎	5.08
比	5.0
别人	5.08
吃力	-1
一起	5.74
读	5.14
私塾	-1
的	5.1
孩子	5.94
中	4.98
有人	5.14
仅用	-1
了	5.08
两三个	-1
月	5.28
便	4.82
可以	5.58
通读	-1
全文	5.16
可	5.3
他	5.06
却	4.68
花	6.3
了	5.08
一年	-1
的	5.1
时间	5.32
读	5.14
了	5.08
近	5.22
五年	-1
多	5.66
的	5.1
私塾	-1
他	5.06
终于	5.52
可以	5.58
勉强	3.86
读	5.14
论语	-1
资治通鉴	-1
之类	-1
的	5.1
书籍	5.28
然而	4.68
他	5.06
似乎	5.08
学得	-1
很	5.14
不	4.4
扎实	5.9
经常	5.1
被	4.5
先生	5.18
边	5.08
骂	-1
文山	-1
先生	5.18
怎么	4.86
会	5.22
有	5.36
你	5.36
这样	4.94
的	5.1
孙儿	-1
边	5.08
拿	5.02
鞭子	3.86
抽打	3.86
但	4.62
李秉	-1
骷	-1
在	5.02
玩	5.98
上	5.58
却	4.68
很	5.14
在	5.02
行	5.44
喜欢	7.02
与	4.86
附近	5.38
的	5.1
伙伴	5.98
们	5.06
一起	5.74
互相	5.52
玩闹	-1
他	5.06
虽	5.0
然	5.1
不善	3.88
打架	3.88
但是	4.56
嘴上	-1
从	5.16
不服输	-1
凡事	-1
都	4.84
要	5.2
争个	-1
明白	6.1
非	4.66
把	4.94
对方	5.12
驳倒	-1
才	5.48
肯	5.74
罢休	-1
有	5.36
的	5.1
时候	5.0
甚至	4.82
追	5.24
到	5.3
人家	5.3
家里	5.68
辩论	5.12
在	5.02
周围	5.06
人	5.3
眼里	-1
想必	-1
他	5.06
是	5.42
一个	5.1
不	4.4
明	5.4
事理	-1
的	5.1
人	5.3
李秉	-1
骷	-1
回顾	5.22
往事	-1
时说	-1
自己	5.28
是	5.42
个	4.94
以	4.92
嘴	5.1
取胜	6.6
的	5.1
孩子王	-1
明白事理	-1
的	5.1
人	5.3
适应	5.54
他人	5.18
不	4.4
明白事理	-1
的	5.1
人	5.3
让	5.36
他人	5.18
适应	5.54
自己	5.28
因此	5.06
所有	5.52
的	5.1
进步	6.74
都	4.84
是	5.42
不	4.4
明	5.4
事理	-1
的	5.1
人	5.3
的	5.1
功劳	6.54
萧伯纳	-1
语	5.06
伟大	6.8
的	5.1
人物	5.16
从小	5.08
便	4.82
异于	-1
常人	-1
李秉	-1
骷	-1
从	5.16
小	4.6
就	4.94
展露出	-1
了	5.08
与众不同	-1
的	5.1
锋芒	-1
山上	5.5
有山山	-1
几层	-1
无论	5.16
翻越	-1
多少	5.08
山脉	5.38
横亘	-1
在	5.02
自己	5.28
面前	5.2
的	5.1
仍然	5.02
是	5.42
险峻	-1
的	5.1
群山	-1
李秉	-1
骷	-1
的	5.1
不屈不挠	6.77
与	4.86
坚韧不拔	-1
使	4.9
他	5.06
战胜	6.74
了	5.08
一个	5.1
又	4.98
一个	5.1
困难	3.12
造就	5.6
了	5.08
他长	-1
达	5.42
半世纪	-1
之	5.26
久	5.06
辉煌	7.18
的	5.1
事业	5.74
与	4.86
人生	5.66
从	5.16
这个	5.02
时期	5.28
的	5.1
李秉	-1
骷	-1
已	5.54
可	5.3
窥	-1
其	5.24
一生	5.66
◎	-1
文明	6.28
开化	6.2
浪潮	5.16
影响	4.98
少年	5.7
李秉	-1
骷	-1
三	5.18
•	-1
一	5.02
独立	5.92
运动	5.48
爆发	4.36
两年	-1
后	5.0
李秉	-1
骷	-1
十一岁	-1
家里	5.68
决定	5.32
送	5.3
他	5.06
去	4.86
日式	-1
普通	5.1
学校	5.76
小学	5.54
上课	5.42
这件	-1
事	5.14
传到	-1
亲戚	6.12
们	5.06
的	5.1
耳朵	5.62
里	5.18
形成	5.22
了	5.08
赞成	6.78
与	4.86
反对	3.84
两派	-1
但是	4.56
李秉	-1
骷	-1
父母	6.52
的	5.1
态度	5.48
非常	5.76
坚决	5.76
他	5.06
告别	4.34
了	5.08
一起	5.74
就读	5.44
私塾	-1
的	5.1
伙伴	5.98
们	5.06
插班	-1
到	5.3
二姐	-1
所嫁	-1
的	5.1
邻近	5.3
城市	5.5
晋州	-1
的	5.1
智水	-1
普通	5.1
学校	5.76
三年级	-1
刚到	-1
姐姐	6.28
家	6.62
他	5.06
就	4.94
被	4.5
拉	4.92
去	4.86
了	5.08
理发店	-1
发髻	-1
被	4.5
啪	-1
的	5.1
一	5.02
剪子	-1
剪掉	-1
文明	6.28
开化	6.29
的	5.1
浪潮	5.16
影响	4.98
到	5.3
了	5.08
十一	-1
岁	5.44
的	5.1
少年	5.7
李秉	-1
骷	-1
学校	5.76
生活	5.58
的	5.1
一切都是	-1
那么	4.88
新鲜	6.3
班级	5.4
全部	5.6
按照	5.16
学年	-1
编制	5.12
周围	5.06
同学	5.74
都	4.84
与	4.86
自己	5.28
同龄	-1
李秉命头	-1
一次	5.12
体验	5.18
了	5.08
音乐课	-1
上	5.58
的	5.1
全班	-1
大合唱	-1
像	5.5
这样	4.94
的	5.1
新鲜	6.3
事	5.14
比比皆是	-1
不知不觉	3.84
李秉	-1
骷	-1
也	5.2
交到	-1
了	5.08
好	6.7
朋友	6.5
对	6.14
李秉	-1
骷	-1
来说	-1
学校	5.76
生活	5.58
非	4.66
常	5.02
开心	6.16
第一年	-1
暑假	6.18
回到	-1
家乡	6.06
遇见	5.78
老朋友	-1
们	5.06
的	5.1
李秉	-1
骷	-1
扬扬得意	-1
地	5.16
和	5.46
大家	5.56
讲起	-1
了	5.08
自己	5.28
在	5.02
城里	-1
小学	5.54
遇见	5.78
的	5.1
各种	-1
新鲜事	-1
孔子	5.56
登高	-1
远眺	-1
感叹	5.22
鲁国	-1
之	5.26
小	4.6
虽然	4.66
去	4.86
小学校	5.32
仅仅	4.52
数月	-1
此刻	5.34
回到	-1
家乡	6.06
的	5.1
李秉	-1
骷	-1
已	5.54
感到	5.36
中桥	-1
里	5.18
乡	5.02
是	5.42
那么	4.88
的	5.1
老土	-1
与	4.86
乏味	3.84
都市	5.38
很大	-1
国家	5.34
更大	-1
更	5.34
不要	4.16
说	5.22
世界	5.78
了	5.08
一一	-1
虽然	4.66
不是	4.2
很	5.14
清晰	6.24
但	4.62
这	5.14
是	5.42
李秉	-1
骷	-1
第一次	-1
有	5.36
机会	6.0
客观	5.56
认识	5.36
自己	5.28
家庭	6.0
及	5.18
所处	-1
环境	5.12
当时	5.0
正逢	-1
在	5.02
首尔	-1
上	5.58
普通	5.1
高等学校	-1
旧制	-1
中学	5.46
的	5.1
堂兄	-1
回家	-1
省亲	-1
李秉	-1
骷	-1
和	5.46
他	5.06
聊	-1
了	5.08
许多	5.36
政治	4.64
经济	5.44
社会	5.0
这些	5.18
话题	5.06
对于	4.94
李	5.2
秉	-1
骷	-1
来说	-1
还是	5.22
太	4.8
深奥	-1
了	5.08
但是	4.56
从	5.16
谈话	5.14
中	4.98
李秉茹	-1
得知	-1
大城市	-1
人多	-1
热闹	6.58
新	5.94
颖	-1
的	5.1
建筑	5.22
层出不穷	-1
商品	5.32
也	5.2
丰富多彩	-1
对于	4.94
少年时代	-1
的	5.1
李秉	-1
骷	-1
来说	-1
大城	-1
市	5.0
的	5.1
一切都是	-1
如此	5.22
令人	-1
向往	5.9
决定	5.32
了	5.08
我	5.58
也	5.2
要	5.2
去	4.86
首尔	-1
学习	5.86
李秉	-1
骷想	-1
拿定主意	-1
的	5.1
李秉	-1
骷	-1
做好	-1
了	5.08
父母	6.52
反对	3.84
的	5.1
心理准备	-1
向	5.2
他们	5.12
提出	5.04
了	5.08
请求	4.92
晋州	-1
首尔	-1
都	4.84
是	5.42
外地	4.98
去	4.86
哪儿	4.78
都	4.84
一样	5.28
在	5.02
母亲	6.96
的	5.1
帮腔	-1
之下	-1
起初	5.36
神	6.08
情	6.0
严峻	3.76
的	5.1
父亲	6.4
到	5.3
最后	4.8
也	5.2
干脆	5.4
地	5.16
答应	5.88
了	5.08
母亲	6.96
的	5.1
娘家	-1
在	5.02
首尔	-1
这	5.14
一点	4.88
也	5.2
帮	5.54
了	5.08
大忙	-1
终于	5.52
到	5.3
了	5.08
离家	-1
这	5.14
一天	4.92
父亲	6.4
把	4.94
李秉	-1
骷	-1
送到	-1
离家	-1
最近	5.38
的	5.1
车站	5.3
谆谆教诲	-1
他	5.06
到	5.3
了	5.08
那	5.12
万事	-1
一定	5.36
要	5.2
小心	4.92
母亲	6.96
为此	-1
终日	-1
坐立不安	3.76
心神不宁	3.76
对	6.14
她	5.2
来说	-1
十一岁	-1
的	5.1
小儿子	-1
去	4.86
远	4.84
在	5.02
三百公里	-1
之外	-1
的	5.1
首尔	-1
还是	5.22
太远	-1
了	5.08
他	5.06
的	5.1
小学	5.54
离	4.18
母亲	6.96
老家	6.36
首尔	-1
市中心	-1
的	5.1
嘉会	-1
洞	4.9
不远	-1
叫做	4.92
寿松	-1
普通	5.1
学校	5.76
李秉	-1
骷	-1
被	4.5
安排	5.1
在	5.02
三年级	-1
上学	5.6
第一天	-1
他	5.06
精神饱满	-1
地	5.16
走入	-1
校门	-1
却	4.68
发现	5.9
一切	5.42
不像	3.76
自己	5.28
想得	-1
那么	4.88
简单	5.92
由于	4.88
李秉	-1
骷	-1
方言	5.42
过重	-1
即使	4.78
能	5.48
勉强	3.86
听懂	-1
同学	5.74
们	5.06
的	5.1
想法	5.14
他	5.06
的	5.1
想法	5.14
也	5.2
无论如何	-1
都	4.84
无法	4.02
传达	5.24
给	5.34
对方	5.12
同学	5.74
们	5.06
大多	5.7
很	5.14
亲切	7.0
对	6.14
李秉	-1
骷	-1
不	4.4
熟悉	6.12
的	5.1
地方	5.18
一一	-1
讲解	5.36
但是	4.56
也	5.2
有人	5.14
故意	4.12
排挤	-1
他	5.06
每当	-1
这个	5.02
时候	5.0
李秉	-1
骷	-1
的	5.1
内心	5.24
都	4.84
会泛	-1
起	4.98
一股	-1
难以名状	-1
的	5.1
孤独感	-1
◎	-1
父亲	6.4
说	5.22
