	-1
这	5.14
便是	-1
许家	-1
印对	-1
商业	5.26
最	5.14
朦胧	3.16
的	5.1
认识	5.36
这种	-1
认识	5.36
对	6.14
他	5.06
日后	5.08
从	5.16
事	5.14
的	5.1
行业	5.02
和	5.46
取得	5.58
的	5.1
成就	6.38
而言	-1
那个	5.2
时候	5.0
谁	5.1
也	5.2
看不出来	-1
到	5.3
了	5.08
许家	-1
印	4.84
出生	5.58
时	5.04
已	5.54
是	5.42
连续	5.06
多代	-1
单传	-1
他	5.06
的	5.1
出生	5.58
给	5.34
许家	-1
带来	-1
的	5.1
喜悦	7.56
是	5.42
巨大	5.36
的	5.1
难以	4.08
言说	-1
的	5.1
正因如此	-1
奶奶	6.42
非常	5.76
疼爱	6.6899999999999995
许家	-1
印	4.84
这	5.14
不仅仅	-1
因为	4.94
他	5.06
婴儿	5.92
时	5.04
就	4.94
失去	3.38
了	5.08
母亲	6.96
身世	4.78
可怜	3.54
然	5.1
而	5.18
奶奶	6.42
的	5.1
疼爱	6.51
自然	5.92
有	5.36
她	5.2
自己	5.28
的	5.1
方法	5.46
疼	-1
是	5.42
疼	-1
但	4.62
为了	5.14
让	5.36
孙子	5.58
长成	-1
一个	5.1
好人	6.6
她	5.2
对	6.14
许家	-1
印	4.84
的	5.1
要求	4.9
也	5.2
非常	5.76
严格	4.9
如果	5.36
许家	-1
印不	-1
听话	6.279999999999999
奶奶	6.42
就	4.94
会	5.22
生气	3.18
甚至	4.82
会	5.22
打	4.02
他	5.06
打骂教育	-1
固然	4.82
不	4.4
可取	5.58
但	4.62
许家	-1
印	4.84
奶奶	6.42
这种	-1
不	4.4
溺爱	6.33
的	5.1
教育	5.72
却	4.68
无师自通	-1
给	5.34
许家	-1
印以	-1
良好	6.24
的	5.1
影响	4.98
每当	-1
奶奶	6.42
对	6.14
孙子	5.58
动手	4.98
也	5.2
动口	-1
时	5.04
脾气	4.72
倔强	3.18
的	5.1
许家	-1
印	4.84
便	4.82
发挥	5.76
了	5.08
哭闹	-1
的	5.1
特长	6.32
,	-1
一	5.02
挨打	3.18
便	4.82
坐在	-1
地上	4.74
撒泼耍赖	-1
有时	5.24
甚至	4.82
会	5.22
在	5.02
地上	4.74
坐	5.14
着	4.88
哭	3.16
上	5.58
一天	4.92
不吃不喝	-1
大人	5.34
拉	4.92
都	4.84
拉	4.92
不	4.4
起来	5.5
这种	-1
性格	5.44
或许	5.1
就是	4.98
他	5.06
日后	5.08
成为	5.42
中国	6.06
有名	6.36
的	5.1
大	5.7
企业家	-1
的	5.1
基础	5.38
吧	4.96
岁月	4.66
在	5.02
羸	-1
牛拉	-1
破车	-1
一样	5.28
艰难	3.16
的	5.1
行进	-1
里	5.18
许家	-1
印到	-1
了	5.08
上学	5.6
的	5.1
年龄	5.12
上	5.58
小学	5.54
的	5.1
第一天	-1
当	5.0
许家	-1
印将	-1
刚刚	4.98
学会	5.76
的	5.1
我	5.58
爱	7.18
北京	5.68
天安	-1
门	5.2
"	-1
的	5.1
课文内容	-1
念	5.16
给	5.34
奶奶	6.42
听时	-1
奶奶	6.42
兴奋	6.78
得	5.44
嘴	5.1
都	4.84
合不拢	-1
了	5.08
比	5.0
她	5.2
的	5.1
醋	-1
卖	5.16
了	5.08
个	4.94
好	6.7
价钱	-1
还要	-1
高兴	7.38
这	5.14
情景	5.34
即便	4.86
在	5.02
多年	5.08
之后	4.98
许家	-1
印	4.84
仍然	5.02
能够	5.44
清晰	6.24
地	5.16
回忆	5.38
因为	4.94
它	5.16
已经	5.18
融入	-1
许家	-1
印	4.84
的	5.1
梦里	-1
了	5.08
许家	-1
印	4.84
的	5.1
家门口	-1
曾	4.8
有	5.36
一块	5.14
石头	5.08
每天	-1
到	5.3
许家	-1
印该	-1
放学	-1
时	5.04
奶奶	6.42
就	4.94
坐在	-1
石头	5.08
上	5.58
等	4.72
他	5.06
奶奶	6.42
身体	5.3
硬朗	-1
高寿	-1
96	-1
岁	5.44
时	5.04
她	5.2
才	5.48
安然	6.77
逝去	-1
因此	5.06
这块	-1
石头	5.08
便成	-1
了	5.08
许家	-1
印	4.84
温暖	7.12
的	5.1
记忆	5.78
尽管	5.0
在	5.02
春	6.02
秋	-1
冬	5.5
三个	-1
季节	5.68
里	5.18
它	5.16
都	4.84
冰	-1
一样	5.28
凉	-1
如今	5.22
许家	-1
印家	-1
的	5.1
老房子	-1
因为	4.94
岁月	4.66
的	5.1
洗礼	-1
已然	-1
破败	3.16
不	4.4
堪	5.06
风雨飘摇	-1
之中	-1
似乎	5.08
在	5.02
向	5.2
过往	-1
的	5.1
人们	5.28
讲述	5.36
着	4.88
当年	5.06
的	5.1
故事	5.3
老房子	-1
已然	-1
完成	5.98
了	5.08
它	5.16
的	5.1
历史使命	-1
已	5.54
无人居住	-1
然而	4.68
院子	5.52
里	5.18
的	5.1
两棵	-1
榆树	-1
却	4.68
愈来愈	-1
粗壮	-1
仰头望	-1
去	4.86
树叶	-1
细碎	-1
而	5.18
稠密	-1
听	5.64
许家	-1
印	4.84
的	5.1
亲	6.5
人们	5.28
说	5.22
这棵	-1
树种	-1
有	5.36
40	-1
多年	5.08
了	5.08
屈指	-1
而计	-1
那时	-1
许	5.46
家印	-1
10	-1
岁	5.44
左右	5.02
正	5.72
房屋内	-1
的	5.1
一个	5.1
角落里	-1
现在	5.14
还	5.16
留有	-1
一张	-1
小	4.6
床	5.74
小床	-1
是	5.42
由	4.86
七八条	-1
木板	-1
拼接	-1
而成	-1
的	5.1
其长	-1
不足	3.82
两米	-1
60	-1
公分	-1
左右	5.02
宽	5.68
破	3.78
旧	4.22
简陋	3.48
积满	-1
了	5.08
灰尘	-1
然而	4.68
这	5.14
张小床	-1
正是	-1
少年	5.7
许家	-1
印	4.84
睡觉	5.98
的	5.1
地方	5.18
小床	-1
的	5.1
旁边	5.16
尚有	-1
几床	-1
被褥	-1
破烂不堪	-1
被褥	-1
上	5.58
补丁	-1
摞	-1
着	4.88
补丁	-1
有	5.36
的	5.1
早已	4.76
看不出	-1
布	4.98
的	5.1
颜色	5.68
和	5.46
质地	-1
由于	4.88
老屋	-1
年久失	-1
修	5.18
北面	-1
的	5.1
墙壁	4.62
上	5.58
有	5.36
了	5.08
一道	4.98
巨大	5.36
的	5.1
裂缝	3.48
像	5.5
一张	-1
狭长的	-1
大	5.7
口	5.1
惊愕	3.48
地张	-1
着	4.88
然而	4.68
就是	4.98
这样	4.94
一个	5.1
所在	4.96
却	4.68
孕育	5.86
了	5.08
许家	-1
印	4.84
离开	4.0
家乡	6.06
离	4.18
开	5.36
这	5.14
一片	5.34
热土	-1
的	5.1
远大	5.96
梦想	6.4
我们	5.96
可以	5.58
想象	5.86
在	5.02
40	-1
年前	-1
那些	5.02
寂静	5.5
而	5.18
难眠	-1
的	5.1
夜晚	5.28
少年	5.7
许家	-1
印	4.84
就	4.94
坐在	-1
或	4.96
躺	5.12
在	5.02
这张	-1
简陋	3.48
的	5.1
不能	3.84
再	4.96
简	5.48
陋	-1
的	5.1
小	4.6
床上	6.16
做	5.26
着	4.88
各种各样	-1
的	5.1
梦	5.78
睡不着	3.84
觉	5.4
的	5.1
时候	5.0
小小的	-1
煤	4.64
油	4.96
灯光	5.7
摇曳	-1
着	4.88
灯光	5.7
虽然	4.66
暗淡	3.84
却	4.68
点燃	-1
了	5.08
一个	5.1
少年	5.7
的	5.1
理想	6.56
对于	4.94
已经	5.18
成为	5.42
成功	7.48
的	5.1
企业家	-1
的	5.1
许家	-1
印	4.84
而言	-1
老家	6.36
的	5.1
一景	-1
一	5.02
物	5.3
都	4.84
牵	-1
着	4.88
他	5.06
的	5.1
回忆	5.38
袅袅	-1
炊烟	-1
是	5.42
关于	5.04
生活	5.58
关于	5.04
童年	6.7
的	5.1
永恒	6.54
话题	5.06
永远	6.46
摇曳	-1
着	4.88
游子	-1
的	5.1
思念	5.56
剪	-1
不断	5.0
理	5.26
还	5.16
乱	3.24
村里	5.02
的	5.1
鸡鸣	-1
狗吠	-1
也	5.2
充满	6.14
着	4.88
童真	-1
童趣	-1
每	5.14
一次	5.12
想起	5.62
便	4.82
令人	-1
不由得	-1
心动	6.07
那	5.12
条绕	-1
村	5.14
而	5.18
过	5.04
的	5.1
小河	-1
日夜	5.0
唱	6.0
着	4.88
那首	-1
古老	5.24
的	5.1
歌谣	-1
让	5.36
游子	-1
离得	-1
再	4.96
远	4.84
也	5.2
难以忘怀	-1
那	5.12
一片	5.34
自然	5.92
的	5.1
悠远	-1
与	4.86
宁静	6.48
那	5.12
虽然	4.66
平凡	5.38
但	4.62
却	4.68
自由	6.18
的	5.1
生活	5.58
日出而作	-1
日落而息	-1
当时	5.0
虽然	4.66
不	4.4
觉得	5.38
有	5.36
什么	5.04
值	5.64
得	5.44
珍惜	6.58
的	5.1
然而	4.68
几十年	-1
之后	4.98
那	5.12
一切	5.42
都	4.84
那么	4.88
值得	6.0
回味	-1
书香	-1
苦	3.3
咖啡	5.32
人生	5.66
的	5.1
道路	4.96
上	5.58
都	4.84
免不了	4.22
磨难	-1
和	5.46
痛苦	2.32
它们	5.18
都	4.84
是	5.42
人生	5.66
中必	-1
不	4.4
可少	-1
的	5.1
部分	5.08
它们	5.18
是	5.42
学校	5.76
让	5.36
人	5.3
学到	-1
在	5.02
书本	5.48
上学	5.6
不到	2.32
的	5.1
知识	5.94
它们	5.18
是	5.42
朋友	6.5
能	5.48
告诉	5.04
一个	5.1
人	5.3
该	4.86
怎么样	-1
不该	-1
怎么样	-1
在	5.02
磨难	-1
中	4.98
一个	5.1
人	5.3
的	5.1
心若能	-1
愈	5.54
挫愈奋	-1
愈败	-1
愈勇	-1
便	4.82
能	5.48
超越自我	-1
实	5.64
现	5.02
升华	6.68
这样	4.94
磨难	-1
就	4.94
变成	-1
了	5.08
财富	6.54
人	5.3
便	4.82
成	5.36
了	5.08
成功者	-1
成长	5.92
的	5.1
痛	2.82
是	5.42
人生	5.66
最	5.14
可	5.3
宝贵	6.66
的	5.1
经历	5.3
伤口	3.54
痊愈	-1
后	5.0
留下	-1
的	5.1
所有	5.52
伤痕	3.14
最	5.14
终都会	-1
化成	-1
最	5.14
美丽	6.92
绿色	6.24
纯天然	-1
的	5.1
纹身	-1
难怪	4.5
著名	6.18
翻译家	-1
傅雷	-1
说	5.22
辛酸	3.14
的	5.1
眼泪	3.82
是	5.42
培养	5.98
心灵	6.1
的	5.1
酒	5.06
浆	-1
呢	4.92
许家	-1
印	4.84
的	5.1
小学	5.54
生活	5.58
是	5.42
在	5.02
非常	5.76
特殊	5.32
的	5.1
教室	5.44
里	5.18
度过	-1
的	5.1
那	5.12
时	5.04
的	5.1
豫东	-1
地区	5.04
极度	4.44
贫穷	2.84
十年	-1
有	5.36
九年	-1
涝	-1
历史	5.34
上	5.58
很多	5.46
人	5.3
被迫	-1
离	4.18
家	6.62
讨饭	-1
曾	4.8
出现	5.16
不少	-1
乞丐	2.84
村	5.14
o	4.96
许家	-1
印	4.84
就读	5.44
的	5.1
小学	5.54
其实	4.82
就是	4.98
几间	-1
破	3.78
草房	-1
课桌	-1
是	5.42
用	5.1
黄土	4.74
夯	-1
就	4.94
的	5.1
泥巴	-1
台子	-1
这种	-1
简陋	3.48
的	5.1
桌子	5.2
非常	5.76
长	5.26
一张	-1
能	5.48
坐下	-1
七八个	-1
孩子	5.94
黑板	-1
则	4.8
是	5.42
由	4.86
水	5.96
泥	-1
制成	-1
再用	-1
黑炭	-1
染黑	-1
而成	-1
的	5.1
碰到	-1
下雨天	-1
外面	5.1
下	4.6
大雨	4.6
课堂	5.52
里	5.18
下	4.6
小雨	-1
到处	4.98
都	4.84
是	5.42
烂泥	-1
教室	5.44
是	5.42
茅草屋	-1
低矮	-1
狭窄	3.58
连	5.16
窗户	-1
都	4.84
没有	4.42
光线	-1
的	5.1
阴暗	3.58
可想而知	-1
整个	5.38
小学	5.54
时代	5.44
许家	-1
印	4.84
和	5.46
同学	5.74
们	5.06
都	4.84
是	5.42
趴在	-1
用	5.1
废	3.36
弃	3.66
的	5.1
砖块	-1
垒成	-1
的	5.1
泥	-1
台子上	-1
听课	-1
夏天	5.6
泥	-1
台子	-1
虽然	4.66
凉爽	6.38
但	4.62
教室	5.44
太热	-1
了	5.08
便	4.82
挤走	-1
了	5.08
泥	-1
台子	-1
些许	-1
的	5.1
凉爽	6.26
冬天	5.6
泥	-1
台子	-1
冷如	-1
冰	-1
加上	-1
教室	5.44
里	5.18
固有	5.22
的	5.1
寒冷	3.74
让	5.36
人	5.3
几乎	4.8
不想	4.28
伸手	-1
但	4.62
还要	-1
完成	5.98
老师	5.98
布置	5.1
的	5.1
作业	4.64
好不容易	-1
上	5.58
高中	5.4
了	5.08
住校	-1
了	5.08
许家	-1
印	4.84
他们	5.12
睡	5.7
的	5.1
不是	4.2
一张	-1
张	5.14
床	5.74
而是	-1
大	5.7
通铺	-1
大	5.7
通铺	-1
对	6.14
着	4.88
的	5.1
墙上	-1
照应	-1
着	4.88
每个	-1
人	5.3
的	5.1
地方	5.18
都	4.84
挂个	-1
竹筐	-1
竹筐	-1
里装	-1
着	4.88
杂面	-1
窝头	-1
这	5.14
便是	-1
许家	-1
印	4.84
的	5.1
干粮	-1
一年	-1
四季	5.42
都	4.84
是	5.42
如此	5.22
这些	5.18
窝头	-1
冬天	5.6
吃	5.78
的	5.1
时间	5.32
稍长	-1
一些	5.12
可以	5.58
吃	5.78
一	5.02
周	5.24
但	4.62
那种	-1
冰凉	-1
也	5.2
令人	-1
难以忍受	-1
而	5.18
夏天	5.6
窝头	-1
只	4.94
可	5.3
吃	5.78
三天	-1
否则	4.62
就	4.94
馒了	-1
然而	4.68
即使	4.78
窝头	-1
馒了	-1
也	5.2
舍	4.7
不	4.4
扔	4.7
将	5.36
上面	5.26
的	5.1
毛洗	-1
掉	4.56
还是	5.22
可以	5.58
吃	5.78
的	5.1
艰苦	4.0
的	5.1
生活	5.58
让	5.36
许家	-1
印	4.84
养成	-1
了	5.08
一种	-1
坚忍	-1
勤奋	6.84
的	5.1
性格	5.44
他	5.06
牢记	5.34
着	4.88
老师	5.98
讲	5.16
的	5.1
西汉	-1
的	5.1
匡衡	-1
凿壁偷光	-1
最终	5.4
成为	5.42
大儒	-1
的	5.1
故	4.78
事	5.14
牢记	5.34
着	4.88
西晋	-1
的	5.1
祖逖	-1
闻鸡起舞	-1
最终	5.4
成为	5.42
历史	5.34
上	5.58
著名	6.18
将军	5.54
的	5.1
故事	5.3
牢记	5.34
着	4.88
车	5.5
胤	-1
和	5.46
孙康	-1
囊	-1
荧映	-1
雪	5.5
刻苦	6.1
学习	5.86
的	5.1
故事	5.3
牢	4.22
记着	-1
孙敬	-1
头悬梁	-1
和	5.46
苏秦	-1
锥刺股	-1
的	5.1
故事	5.3
牢记	5.34
着	4.88
宋代	-1
的	5.1
杨时	-1
程门立雪	-1
的	5.1
故事	5.3
并	5.04
以	4.92
他们	5.12
为	5.16
榜样	6.14
不肯	4.0
轻易	5.52
服	5.16
输	3.76
学习	5.86
异常	3.88
刻苦	6.1
因而	5.02
成绩	5.64
优异	7.24
恶劣	3.12
的	5.1
求学	5.64
环境	5.12
给	5.34
许家	-1
印	4.84
留下	-1
了	5.08
极	5.2
深	5.1
的	5.1
印象	5.36
若干年	-1
后	5.0
广东省	-1
搞	4.62
十大	-1
民心工程	-1
其中	4.76
有	5.36
一项	-1
就是	4.98
对	6.14
农村	4.78
的	5.1
危	3.68
旧房	-1
的	5.1
改造	5.12
许家	-1
印	4.84
捐出	-1
了	5.08
1000	-1
万	5.38
用以	-1
资助	5.76
改造	5.12
那些	5.02
不	4.4
遮风	-1
不	4.4
挡雨	-1
的	5.1
房子	5.4
现在	5.14
在	5.02
聚台	-1
岗村	-1
的	5.1
村委会	-1
门口	5.16
还立	-1
着	4.88
一块	5.14
很	5.14
显眼	-1
的	5.1
功	5.58
德碑	-1
碑	4.6
有	5.36
3	-1
米	5.68
多	5.66
高	6.1
正面	5.74
刻有	-1
许家	-1
印	4.84
三个	-1
大字	-1
下面	4.8
刻着	-1
这样	4.94
的	5.1
文字	5.18
为国	-1
育才	-1
造福	6.52
后代	5.32
流芳百世	-1
1999	-1
年	5.1
已	5.54
成为	5.42
恒大	-1
地产	5.22
老总	-1
的	5.1
许家	-1
印	4.84
为	5.16
村里	5.02
捐	5.46
了	5.08
100	-1
万	5.38
建造	5.42
了	5.08
一座	4.88
拥有	6.12
三层	-1
教学楼	-1
的	5.1
小学	5.54
这座	-1
小学	5.54
后来	4.9
有	5.36
了	5.08
个	4.94
新	5.94
名字	5.3
家印	-1
学校	5.76
o	4.96
1977	-1
年	5.1
许家	-1
印	4.84
19	-1
岁	5.44
1977	-1
年	5.1
6	-1
月	5.28
全国	5.28
招生	5.3
工作	5.18
座谈会	-1
在	5.02
太原	5.2
晋祠	-1
召开	5.14
根据	5.24
太原	5.2
会议	5.02
精神	5.86
教育部	-1
当年	5.06
的	5.1
高校	5.76
招生	5.3
工作	5.18
意见	4.92
,	-1
与	4.86
以往	4.96
相比	-1
多少	5.08
有	5.36
了	5.08
点儿	-1
新意	-1
如	5.06
规定	4.94
招生	5.3
要	5.2
有	5.36
高中毕业	-1
或	4.96
相当于	-1
高中	5.4
毕业生	-1
的	5.1
文化	5.92
水平	5.26
试招	-1
应届	-1
高中	5.4
毕业生	-1
4000	-1
到	5.3
1	-1
万人直	-1
接上	-1
大学	6.2
对	6.14
考生	4.94
要	5.2
进行	5.28
文化	5.92
考试	4.9
等等	-1
不过	4.72
基本	5.08
框架	4.94
仍构	-1
筑	5.08
在	5.02
十六	-1
字	5.34
方针	4.96
之上	-1
废除	4.08
推荐	5.86
制	4.82
的	5.1
呼声	5.46
虽高	-1
但	4.62
仍然	5.02
没有	4.42
恢	5.06
复	5.0
高考制度	-1
的	5.1
迹象	5.04
这	5.14
一年	-1
的	5.1
7	-1
月	5.28
21	-1
日	4.88
中共	4.56
十届	-1
三中全会	-1
闭幕	4.62
邓小平	5.38
第三	-1
次	4.56
正式	5.42
复出	-1
工作	5.18
这位	-1
小个子	-1
老人	5.1
第三次	-1
政治	4.64
生命	6.28
的	5.1
开启	-1
成	5.36
为	5.16
千百万	-1
年轻人	-1
前途	6.0
改变	5.48
的	5.1
拐点	-1
邓小平	5.38
复出	-1
后首	-1
抓	4.52
科学	5.84
和	5.46
教育	5.72
主持	5.3
召开	5.14
的	5.1
第一个	-1
会议	5.02
即	4.96
是	5.42
科学	5.84
和	5.46
教育	5.72
工作	5.18
座谈会	-1
找	5.06
一些	5.12
敢说话	-1
有	5.36
见解	5.42
的	5.1
不是	4.2
行政	5.0
人员	5.44
在	5.02
自然科学	-1
方面	5.1
有	5.36
才学	-1
的	5.1
人	5.3
参加	5.38
与会者	-1
受	4.82
邓小平	5.38
真诚	7.08
态度	5.48
的	5.1
感召	-1
竞相	-1
进言	-1
现在	5.14
清华	6.12
的	5.1
新生	5.84
文化	5.92
程度	5.0
太	4.8
差	3.46
许多	5.36
学生	5.32
只有	5.14
小学	5.54
水平	5.26
还	5.16
得	5.44
补习	4.94
中学	5.46
课程	5.16
根本	5.32
没法	3.46
安排	5.1
大学	6.2
应该	5.1
学习	5.86
的	5.1
课程	5.16
邓小平	5.38
当场	4.92
拍	5.06
板	5.12
今年	5.26
就要	-1
下决心	-1
恢复	5.78
从	5.16
高中	5.4
毕业生	-1
中	4.98
直接	5.44
招考	-1
学生	5.32
不	4.4
要	5.2
再	4.96
搞	4.62
群众	5.42
推荐	5.86
从	5.16
高中	5.4
直接	5.44
招生	5.3
我	5.58
看	5.58
可能	5.2
是	5.42
早出	-1
人才	6.26
早	5.42
出	4.98
成果	6.22
的	5.1
一个	5.1
好	6.7
办法	5.44
被	4.5
称为	-1
八八	-1
决策	5.42
"	-1
o	4.96
根据	5.24
邓小平	5.38
座谈会	-1
意见	4.92
教育部	-1
报送	-1
关于	5.04
推迟	3.94
招生	5.3
和	5.46
新生	5.84
开学	5.22
时间	5.32
的	5.1
请示报告	-1
将	5.36
高校	5.76
和	5.46
中专	-1
推迟	3.94
到	5.3
第四季度	-1
招生	5.3
录取	6.06
新生	5.84
次年	-1
2	-1
月底	4.76
前	5.24
入学	5.32
推迟	3.94
3	-1
个	4.94
月	5.28
邓小平	5.38
批示	4.62
这是	-1
经过	5.06
考虑	5.08
为了	5.14
保证	5.78
重点	5.56
大学	6.2
学生	5.32
质量	5.5
